city,person_id,credit_card,transactions
CityC,1,2782,46
CityE,2,4106,89
CityC,3,675,35
CityB,4,1315,4
CityA,5,819,89
CityB,6,1975,69
CityA,7,492,63
CityA,8,3652,57
CityA,9,155,60
CityD,10,2720,89
CityB,11,3912,91
CityD,12,1733,42
CityB,13,4991,52
CityE,14,932,92
CityA,15,2773,15
CityC,16,2565,24
CityE,17,1464,89
CityA,18,1868,79
CityC,19,244,80
CityD,20,609,35
CityE,21,4816,9
CityA,22,2613,64
CityC,23,998,89
CityE,24,4025,96
CityC,25,2189,11
CityC,26,3367,31
CityA,27,2363,60
CityD,28,4229,64
CityA,29,4397,38
CityD,30,2598,5
CityE,31,1141,79
CityE,32,2488,78
CityC,33,644,30
CityB,34,4891,21
CityD,35,171,96
CityE,36,4866,68
CityC,37,2646,33
CityB,38,2032,62
CityA,39,2805,24
CityB,40,4545,84
CityB,41,4541,11
CityB,42,1045,86
CityE,43,2953,75
CityE,44,1836,45
CityE,45,4464,97
CityC,46,3603,65
CityA,47,126,89
CityB,48,1354,96
CityA,49,4840,1
CityE,50,4241,19
CityC,51,2986,20
CityA,52,773,39
CityB,53,3208,17
CityC,54,1168,97
CityC,55,2692,58
CityA,56,3413,48
CityA,57,3980,26
CityA,58,3099,27
CityE,59,324,78
CityE,60,130,40
CityA,61,589,64
CityB,62,2859,32
CityD,63,2069,69
CityC,64,1949,9
CityD,65,4753,94
CityA,66,2437,20
CityA,67,1427,12
CityA,68,3336,38
CityD,69,2039,9
CityB,70,656,6
CityE,71,1129,34
CityB,72,3713,64
CityB,73,3954,21
CityE,74,803,9
CityC,75,1480,41
CityE,76,538,47
CityA,77,632,64
CityE,78,1068,4
CityB,79,4782,12
CityB,80,1483,23
CityB,81,2741,94
CityC,82,2694,52
CityD,83,4837,8
CityC,84,1599,78
CityC,85,4199,67
CityB,86,3755,89
CityC,87,4537,87
CityA,88,2359,76
CityE,89,2110,6
CityD,90,1330,44
CityC,91,620,47
CityA,92,1833,92
CityC,93,3911,6
CityD,94,2261,58
CityA,95,2049,26
CityA,96,3367,11
CityE,97,2330,40
CityB,98,1899,11
CityD,99,969,16
CityD,100,4106,17
CityA,101,574,80
CityA,102,3619,95
CityC,103,4392,89
CityE,104,2011,79
CityE,105,2167,77
CityB,106,896,60
CityA,107,784,69
CityC,108,2332,89
CityD,109,3298,32
CityE,110,811,23
CityE,111,1024,24
CityD,112,2443,55
CityE,113,4813,36
CityE,114,1784,66
CityD,115,3936,36
CityD,116,2881,19
CityC,117,2161,32
CityD,118,4304,59
CityA,119,4147,78
CityB,120,3929,53
CityD,121,3227,52
CityC,122,1286,95
CityD,123,1943,5
CityB,124,2862,42
CityA,125,1854,21
CityE,126,4326,94
CityE,127,504,90
CityB,128,4134,85
CityB,129,3512,50
CityB,130,561,6
CityB,131,2613,81
CityE,132,3962,82
CityE,133,2225,88
CityC,134,2176,37
CityB,135,1088,31
CityD,136,1883,68
CityE,137,4818,31
CityB,138,3319,14
CityE,139,2570,67
CityC,140,2722,28
CityE,141,139,79
CityC,142,3276,62
CityB,143,1142,49
CityD,144,2663,85
CityD,145,3684,18
CityB,146,2223,10
CityA,147,4188,42
CityA,148,3756,12
CityE,149,2073,54
CityC,150,3860,13
CityD,151,1543,90
CityC,152,1985,62
CityE,153,1624,53
CityD,154,1791,89
CityC,155,839,27
CityC,156,1316,94
CityB,157,1401,77
CityB,158,4167,39
CityB,159,385,94
CityA,160,3042,42
CityE,161,2463,51
CityB,162,3642,92
CityB,163,3020,93
CityE,164,2532,49
CityB,165,2113,56
CityE,166,2189,38
CityC,167,3161,38
CityA,168,4448,64
CityD,169,1163,2
CityC,170,4544,35
CityE,171,2208,26
CityB,172,3371,98
CityC,173,374,38
CityC,174,4544,51
CityD,175,1789,30
CityB,176,1642,2
CityE,177,3803,73
CityC,178,2938,59
CityD,179,4339,81
CityD,180,4973,50
CityA,181,954,54
CityC,182,3339,23
CityC,183,1807,76
CityB,184,1627,75
CityB,185,2755,89
CityA,186,2120,51
CityD,187,1880,33
CityB,188,3982,9
CityC,189,127,87
CityC,190,4925,17
CityE,191,3776,28
CityD,192,310,83
CityC,193,1462,16
CityA,194,3925,16
CityE,195,2760,61
CityC,196,2566,16
CityC,197,2643,61
CityB,198,3549,25
CityD,199,1313,19
CityD,200,2364,99
CityB,201,1741,83
CityB,202,3503,44
CityC,203,2267,58
CityD,204,3261,88
CityD,205,3030,50
CityA,206,1981,74
CityC,207,4161,77
CityE,208,2093,50
CityC,209,1391,52
CityE,210,288,44
CityB,211,2656,98
CityA,212,3611,79
CityD,213,3657,49
CityC,214,4013,63
CityB,215,103,79
CityB,216,1159,8
CityD,217,1900,88
CityB,218,1974,73
CityD,219,1733,46
CityD,220,2316,95
CityE,221,4994,24
CityC,222,2056,95
CityC,223,1564,82
CityB,224,3683,91
CityA,225,4566,9
CityC,226,79,92
CityB,227,1587,28
CityC,228,4541,76
CityB,229,1577,66
CityA,230,437,94
CityC,231,4687,63
CityB,232,3026,83
CityD,233,3977,82
CityB,234,3760,2
CityE,235,2146,55
CityC,236,2393,43
CityE,237,3769,53
CityA,238,4601,98
CityE,239,3206,88
CityE,240,751,80
CityD,241,4845,82
CityB,242,4942,57
CityE,243,1169,62
CityD,244,4548,32
CityC,245,228,85
CityE,246,1506,39
CityA,247,1328,75
CityC,248,4582,70
CityC,249,2967,16
CityB,250,3358,59
CityB,251,1886,49
CityD,252,2289,52
CityA,253,1462,62
CityA,254,28,51
CityD,255,1390,52
CityE,256,4155,86
CityA,257,3338,23
CityC,258,423,39
CityC,259,667,59
CityA,260,1801,23
CityD,261,2389,43
CityE,262,3990,2
CityD,263,2739,47
CityD,264,205,4
CityA,265,3175,78
CityC,266,2747,97
CityB,267,933,70
CityE,268,1171,85
CityE,269,164,92
CityD,270,2085,60
CityB,271,1201,96
CityE,272,4441,22
CityA,273,1693,20
CityB,274,775,67
CityE,275,1755,67
CityB,276,2408,1
CityA,277,440,96
CityE,278,896,19
CityD,279,3679,38
CityB,280,3543,75
CityC,281,202,21
CityC,282,2732,32
CityD,283,2206,21
CityC,284,574,14
CityD,285,3226,85
CityA,286,2471,22
CityB,287,4443,30
CityB,288,2969,26
CityD,289,4575,44
CityB,290,4104,6
CityC,291,3280,77
CityD,292,2115,91
CityC,293,3225,93
CityD,294,2977,48
CityC,295,2474,89
CityC,296,3769,73
CityD,297,921,22
CityC,298,3434,71
CityC,299,2887,1
CityD,300,4639,38
CityC,301,4072,19
CityB,302,1687,65
CityC,303,4568,20
CityB,304,2142,24
CityC,305,1835,61
CityA,306,4143,87
CityC,307,1638,24
CityB,308,2086,41
CityA,309,3624,33
CityB,310,1814,82
CityE,311,3274,37
CityD,312,554,68
CityA,313,4489,48
CityA,314,4797,59
CityB,315,4974,64
CityD,316,71,2
CityE,317,2884,14
CityD,318,1762,55
CityD,319,3922,39
CityD,320,1805,72
CityC,321,1889,25
CityA,322,751,91
CityC,323,3636,57
CityC,324,359,59
CityA,325,123,90
CityB,326,4479,67
CityD,327,1058,83
CityB,328,2982,52
CityD,329,2413,68
CityC,330,3122,72
CityD,331,3992,92
CityD,332,824,8
CityE,333,1588,23
CityD,334,4754,16
CityE,335,1300,86
CityE,336,3890,87
CityC,337,23,56
CityC,338,4520,1
CityB,339,4764,33
CityA,340,2764,55
CityC,341,4950,22
CityC,342,4540,86
CityB,343,1948,11
CityE,344,1355,42
CityC,345,281,41
CityB,346,1772,50
CityB,347,1433,12
CityB,348,3011,40
CityC,349,4978,18
CityB,350,4102,88
CityC,351,4079,38
CityB,352,3271,38
CityB,353,215,77
CityA,354,1833,80
CityD,355,2059,28
CityE,356,1079,5
CityC,357,1268,38
CityC,358,4237,54
CityE,359,3512,17
CityE,360,4540,82
CityB,361,740,33
CityC,362,3185,18
CityB,363,412,44
CityA,364,4004,77
CityC,365,2923,26
CityD,366,3890,42
CityE,367,601,90
CityC,368,3207,43
CityB,369,4672,64
CityD,370,2599,9
CityE,371,3698,21
CityA,372,1211,47
CityE,373,3472,9
CityD,374,765,89
CityA,375,558,74
CityA,376,1782,8
CityE,377,1050,22
CityD,378,2768,71
CityC,379,4816,75
CityC,380,1533,43
CityE,381,3359,46
CityD,382,1435,16
CityC,383,1206,29
CityE,384,497,92
CityB,385,1688,7
CityE,386,4933,94
CityE,387,2363,58
CityB,388,2698,23
CityB,389,3573,8
CityE,390,433,23
CityB,391,3726,58
CityB,392,4845,70
CityD,393,2902,20
CityB,394,4678,53
CityA,395,1030,93
CityE,396,1489,58
CityE,397,1884,81
CityA,398,1750,39
CityC,399,4572,6
CityE,400,3441,19
CityA,401,4131,57
CityD,402,2893,59
CityA,403,1360,95
CityC,404,924,93
CityB,405,3150,6
CityA,406,18,56
CityD,407,2021,96
CityB,408,955,24
CityC,409,1378,14
CityA,410,2993,71
CityD,411,2894,12
CityC,412,1865,95
CityB,413,2224,78
CityD,414,1010,87
CityB,415,4445,44
