city,person_id,credit_card,transactions
CityD,1,2626,89
CityE,2,2531,95
CityA,3,2003,67
CityB,4,2277,60
CityC,5,2411,56
CityA,6,3731,16
CityC,7,2341,12
CityD,8,3806,20
CityA,9,4130,43
CityC,10,1076,53
CityD,11,3182,75
CityE,12,807,17
CityC,13,3699,40
CityB,14,2745,75
CityA,15,1659,89
CityA,16,198,96
CityB,17,2680,52
CityA,18,2207,99
CityC,19,1894,79
CityD,20,3625,84
CityC,21,1926,18
CityC,22,4160,58
CityC,23,3680,11
CityB,24,3834,38
CityB,25,2734,3
CityE,26,165,54
CityA,27,488,96
CityB,28,3487,18
CityD,29,2211,11
CityA,30,4872,76
CityB,31,2878,43
CityB,32,4589,45
CityD,33,3366,68
CityD,34,959,54
CityE,35,4922,50
CityA,36,4807,73
CityE,37,1387,70
CityB,38,1438,43
CityA,39,2363,99
CityC,40,1382,1
CityD,41,2177,55
CityB,42,3134,91
CityD,43,4091,10
CityA,44,3313,38
CityD,45,4227,92
CityB,46,2472,36
CityA,47,885,80
CityE,48,4229,5
CityC,49,610,92
CityE,50,1920,79
CityE,51,254,21
CityA,52,2843,22
CityE,53,528,32
CityD,54,247,42
CityB,55,611,25
CityA,56,1950,30
CityD,57,2787,24
CityC,58,1295,53
CityE,59,1673,26
CityE,60,2031,20
CityA,61,1946,71
CityD,62,689,53
CityA,63,1779,59
CityE,64,2129,8
CityD,65,2768,61
CityC,66,521,87
CityE,67,2756,27
CityE,68,2803,93
CityC,69,64,84
CityB,70,3955,88
CityA,71,944,68
CityD,72,2598,58
CityE,73,467,23
CityD,74,1588,96
CityC,75,3120,16
CityE,76,3682,74
CityB,77,4739,34
CityE,78,2709,99
CityD,79,2779,83
CityC,80,4038,86
CityC,81,192,42
CityA,82,79,49
CityE,83,3638,95
CityC,84,3123,96
CityE,85,4984,97
CityE,86,4783,9
CityE,87,831,79
CityE,88,1053,24
CityB,89,1315,54
CityE,90,4792,27
CityA,91,1319,71
CityE,92,3964,88
CityC,93,4602,65
CityA,94,3289,88
CityA,95,4530,35
CityE,96,2538,88
CityA,97,3963,5
CityB,98,1421,36
CityD,99,3537,60
CityD,100,2064,40
CityD,101,2334,82
CityA,102,667,78
CityA,103,2028,57
CityC,104,2239,89
CityC,105,3357,7
CityB,106,747,82
CityC,107,2331,50
CityC,108,2643,83
CityC,109,4653,69
CityE,110,1238,4
CityC,111,4896,15
CityE,112,3390,54
CityC,113,265,2
CityA,114,3967,5
CityA,115,2186,24
CityA,116,1825,86
CityE,117,1972,79
CityB,118,2836,64
CityC,119,1865,92
CityD,120,1388,55
CityA,121,4198,2
CityB,122,4500,69
CityA,123,1321,84
CityC,124,4463,8
CityD,125,2387,52
CityC,126,1601,75
CityE,127,1111,25
CityD,128,1908,16
CityD,129,1380,48
CityD,130,2706,72
CityC,131,2744,98
CityD,132,3319,29
CityC,133,1681,38
CityE,134,435,32
CityC,135,2291,98
CityD,136,1394,84
CityE,137,3684,30
CityA,138,4386,80
CityE,139,1813,26
CityC,140,2146,64
CityA,141,3546,14
CityA,142,119,31
CityB,143,2911,54
CityC,144,4710,42
CityA,145,2385,70
CityA,146,1461,22
CityB,147,1948,47
CityB,148,1502,86
CityA,149,2540,71
CityD,150,4489,52
CityC,151,2754,9
CityC,152,1657,60
CityE,153,1274,76
CityE,154,799,78
CityB,155,4062,31
CityA,156,3074,10
CityB,157,1259,55
CityB,158,297,70
CityD,159,1241,87
CityD,160,4810,74
CityD,161,2966,46
CityA,162,1639,29
CityE,163,3994,10
CityD,164,622,52
CityC,165,4356,4
CityB,166,170,42
CityA,167,3438,94
CityB,168,1352,24
CityB,169,4041,3
CityC,170,1325,81
CityE,171,538,49
CityA,172,3983,9
CityA,173,1016,80
CityE,174,1888,43
CityC,175,4241,95
CityB,176,2128,58
CityB,177,2224,48
CityD,178,444,71
CityD,179,2000,15
CityB,180,538,94
CityE,181,2323,92
CityD,182,4822,53
CityA,183,387,36
CityE,184,3793,6
CityB,185,3174,39
CityA,186,4189,4
CityD,187,2471,46
CityB,188,1066,23
CityE,189,2770,58
CityC,190,148,30
CityA,191,1592,90
CityB,192,1757,52
CityB,193,411,5
CityD,194,2580,86
CityE,195,189,5
CityE,196,954,37
CityC,197,2044,59
CityC,198,4976,71
CityA,199,327,74
CityD,200,4386,52
CityA,201,251,49
CityE,202,3061,98
CityA,203,4878,41
CityE,204,1842,52
CityE,205,330,34
CityA,206,1298,81
CityE,207,2004,24
CityE,208,4608,59
CityD,209,3949,51
CityB,210,863,25
CityE,211,2623,21
CityC,212,819,85
CityE,213,2140,49
CityD,214,342,64
CityC,215,717,80
CityC,216,4474,77
CityC,217,4506,80
CityC,218,236,28
CityC,219,2427,50
CityE,220,3662,53
CityD,221,281,61
CityD,222,534,17
CityB,223,4296,99
CityC,224,1393,66
CityD,225,3101,65
CityA,226,4826,52
CityB,227,1842,41
CityA,228,4876,75
CityE,229,618,20
CityE,230,1449,56
CityC,231,1789,40
CityB,232,3905,40
CityD,233,2593,54
CityA,234,336,26
CityC,235,135,78
CityB,236,3101,30
CityD,237,3314,52
CityC,238,1284,89
CityA,239,4805,1
CityC,240,1160,76
CityB,241,489,19
CityD,242,1450,39
CityB,243,955,53
CityA,244,4417,25
CityA,245,2879,58
CityB,246,3814,56
CityB,247,1379,29
CityC,248,1020,33
CityC,249,404,64
CityC,250,3914,31
CityE,251,3748,35
CityA,252,3594,96
CityC,253,4192,84
CityA,254,4448,99
CityA,255,4493,13
CityA,256,807,84
CityE,257,4877,18
CityE,258,2423,30
CityC,259,1053,46
CityE,260,78,44
CityD,261,1856,79
CityB,262,759,12
CityE,263,4391,44
CityB,264,530,4
CityB,265,2194,49
CityD,266,168,65
CityD,267,4623,98
CityD,268,4432,9
CityE,269,2254,98
CityD,270,4815,77
CityD,271,3775,40
CityB,272,4724,20
CityD,273,1618,93
CityA,274,470,86
CityD,275,1285,53
CityA,276,4210,6
CityB,277,3874,94
CityD,278,4136,89
CityE,279,1442,13
CityE,280,3572,87
CityC,281,3974,31
CityC,282,2073,47
CityC,283,1969,40
CityB,284,3676,68
CityD,285,2305,49
CityB,286,2151,96
CityC,287,2038,74
CityE,288,4022,88
CityC,289,3410,21
CityA,290,1537,84
CityA,291,2781,66
CityD,292,2645,23
CityC,293,1301,90
CityB,294,2699,63
CityA,295,4531,37
CityB,296,4908,64
CityC,297,1195,53
CityA,298,828,50
CityC,299,4670,37
CityA,300,2074,80
CityC,301,121,45
CityD,302,3132,54
CityA,303,3633,77
CityE,304,1826,58
CityC,305,3936,76
CityA,306,3601,54
CityC,307,1747,69
CityD,308,734,32
CityC,309,1059,16
CityD,310,3583,72
CityB,311,2331,8
CityA,312,1570,25
CityB,313,2853,50
CityD,314,4617,37
CityE,315,2758,2
CityD,316,1977,22
CityC,317,3844,29
CityA,318,2023,50
CityB,319,3262,92
CityC,320,3161,68
CityB,321,228,23
CityA,322,737,33
CityD,323,2762,62
CityC,324,709,78
CityA,325,4045,12
CityD,326,4655,18
CityC,327,551,77
CityA,328,4568,32
CityD,329,3916,41
CityA,330,1445,6
CityB,331,1670,31
CityC,332,3987,14
CityD,333,3567,94
CityA,334,1776,21
CityC,335,2371,41
CityB,336,3053,82
CityD,337,1429,57
CityE,338,4402,77
CityE,339,4500,41
CityE,340,3922,56
CityB,341,4972,78
CityC,342,4346,10
CityE,343,4222,52
CityE,344,3816,27
CityB,345,3381,50
CityE,346,1084,15
CityD,347,3357,21
CityE,348,4430,8
CityD,349,2995,77
CityD,350,3208,93
CityB,351,3164,35
CityB,352,3293,31
CityD,353,476,7
CityC,354,1092,39
CityA,355,570,65
CityD,356,2367,53
CityA,357,4501,96
CityB,358,2560,73
CityC,359,3421,2
CityB,360,4078,13
CityB,361,4384,3
CityC,362,2063,72
CityB,363,3672,60
CityC,364,3886,68
CityC,365,2482,22
CityA,366,3383,22
CityD,367,3959,58
CityA,368,1610,78
CityC,369,2669,93
CityE,370,3096,64
CityB,371,4015,36
CityE,372,1959,49
CityA,373,4418,70
CityA,374,2376,62
CityB,375,3285,64
CityC,376,4233,29
CityA,377,1765,72
CityD,378,1454,30
CityD,379,4013,6
CityD,380,1420,37
CityE,381,2048,29
CityE,382,2686,59
CityE,383,3585,40
CityA,384,3883,16
CityC,385,1181,16
CityC,386,3007,85
CityD,387,4587,16
CityD,388,261,74
CityC,389,2526,44
CityD,390,2408,5
CityA,391,4698,26
CityC,392,2445,83
CityD,393,547,59
CityD,394,2035,10
CityA,395,4212,96
CityA,396,1870,39
CityC,397,1900,73
CityD,398,2744,77
CityE,399,1137,9
CityE,400,536,77
CityC,401,2827,80
CityB,402,1325,16
CityC,403,2283,27
CityB,404,591,33
CityD,405,3904,77
CityA,406,2967,26
CityD,407,2547,23
CityD,408,3936,44
CityA,409,361,55
CityA,410,2657,65
CityA,411,2019,33
CityB,412,4230,8
CityC,413,3123,99
CityC,414,474,93
CityA,415,239,59
CityB,416,4593,44
CityC,417,3724,9
CityD,418,106,27
CityB,419,3752,45
CityC,420,4020,97
CityC,421,3056,52
CityE,422,3574,37
CityC,423,4427,28
CityE,424,1316,52
CityC,425,2072,82
CityE,426,3899,94
CityE,427,769,4
CityD,428,3375,8
CityA,429,740,75
CityD,430,958,36
CityD,431,3344,65
CityB,432,4547,61
CityE,433,2264,33
CityD,434,3610,24
CityE,435,553,57
CityD,436,214,58
CityC,437,3980,10
CityB,438,1417,69
CityC,439,4045,94
CityD,440,1852,37
CityD,441,3075,95
CityC,442,4560,29
CityB,443,4403,45
CityA,444,4832,8
CityA,445,772,3
CityC,446,4296,86
CityD,447,1127,55
CityE,448,768,83
CityC,449,3770,47
CityA,450,515,63
CityA,451,270,62
CityA,452,2364,55
CityA,453,2771,15
CityC,454,370,2
CityE,455,4752,92
CityE,456,2758,5
CityA,457,3230,63
CityB,458,2374,14
CityD,459,4259,83
CityC,460,4884,31
CityA,461,2690,94
CityC,462,3800,26
CityB,463,3729,76
CityB,464,4727,84
CityE,465,175,28
CityC,466,2181,28
CityC,467,1138,61
CityB,468,1356,93
CityA,469,4360,95
CityE,470,3034,79
CityE,471,4295,54
CityD,472,4131,8
CityC,473,1982,90
CityC,474,703,76
CityB,475,1397,5
CityD,476,2806,57
CityB,477,2676,32
CityE,478,4911,10
CityE,479,1990,96
CityA,480,4216,17
CityC,481,4454,47
CityB,482,744,23
CityB,483,4113,43
CityB,484,1141,12
CityA,485,4037,92
CityA,486,4439,5
CityA,487,4820,90
CityC,488,2858,3
CityB,489,2907,74
CityE,490,3436,24
CityC,491,2541,98
CityC,492,4531,59
CityC,493,2827,24
CityC,494,3438,14
CityC,495,2817,78
CityD,496,3308,39
CityD,497,1210,31
CityD,498,438,16
CityA,499,1032,97
CityD,500,3788,67
CityD,501,1751,67
CityB,502,2707,61
CityC,503,4464,5
CityB,504,4353,64
CityE,505,4985,68
CityC,506,817,17
CityD,507,4322,75
CityC,508,3943,52
CityB,509,4538,45
CityC,510,3569,13
CityC,511,3362,70
CityD,512,3320,52
CityB,513,3100,30
CityD,514,4111,90
CityE,515,942,23
CityE,516,3576,10
CityC,517,4328,10
CityA,518,193,92
CityB,519,579,69
CityB,520,4436,19
CityE,521,1863,21
CityA,522,570,65
CityC,523,408,13
CityA,524,268,7
CityC,525,3634,97
CityB,526,1569,50
CityC,527,4130,46
CityB,528,183,20
CityA,529,1703,64
CityE,530,629,36
CityA,531,2660,96
CityE,532,2984,65
CityA,533,4434,58
CityD,534,405,19
CityA,535,48,38
CityA,536,1669,13
CityD,537,1615,22
CityA,538,4700,9
CityB,539,2630,30
CityA,540,4443,37
CityA,541,771,22
CityA,542,3653,43
CityB,543,2816,10
CityD,544,4649,85
CityE,545,2395,31
CityC,546,119,62
CityD,547,1353,79
CityD,548,3465,95
CityE,549,2964,3
CityE,550,3963,36
CityB,551,2264,88
CityD,552,2077,12
CityB,553,4515,83
CityA,554,3888,24
CityB,555,4326,70
CityC,556,4831,43
CityC,557,4464,64
CityE,558,4954,75
CityD,559,3856,22
CityB,560,4788,27
CityB,561,4246,30
CityC,562,4661,95
CityE,563,4618,85
CityE,564,2879,36
CityD,565,1666,62
CityE,566,2276,71
CityB,567,2879,21
CityA,568,2104,4
CityB,569,3011,42
CityD,570,1561,62
CityA,571,397,74
CityC,572,2006,60
CityB,573,1626,20
CityD,574,1162,63
CityE,575,344,86
CityB,576,1446,16
CityC,577,2165,10
CityC,578,4603,6
CityB,579,775,1
CityB,580,2748,87
CityC,581,2983,58
CityA,582,4034,54
CityE,583,941,24
CityE,584,4532,20
CityB,585,2528,96
CityA,586,2495,47
CityC,587,3604,78
CityB,588,1131,34
CityE,589,3860,41
CityD,590,3971,13
CityC,591,2245,38
CityD,592,3569,64
CityE,593,3247,88
CityD,594,3703,2
CityD,595,2556,12
CityE,596,1506,90
CityB,597,1348,45
CityA,598,1830,54
CityD,599,2808,83
CityC,600,3856,84
CityD,601,59,78
CityE,602,1229,24
CityA,603,1889,3
CityB,604,3244,88
CityD,605,2597,64
CityB,606,3912,85
CityA,607,488,4
CityE,608,2615,78
CityB,609,4947,43
CityD,610,3776,9
CityC,611,940,72
CityD,612,518,82
CityE,613,311,25
CityE,614,2024,65
CityD,615,377,28
CityA,616,2780,63
CityD,617,2552,95
CityA,618,4585,48
CityE,619,1442,13
CityA,620,47,60
CityD,621,3862,18
CityA,622,4239,29
CityA,623,4584,30
CityA,624,3200,11
CityE,625,3323,65
CityE,626,4630,85
CityC,627,1693,3
CityD,628,4363,25
CityA,629,956,40
CityE,630,2981,30
CityB,631,1806,1
CityE,632,541,96
CityD,633,525,23
CityD,634,2582,26
CityE,635,3026,1
CityC,636,4487,84
CityC,637,2874,18
CityB,638,4603,3
CityD,639,3289,37
CityA,640,4863,52
CityB,641,3878,83
CityC,642,4214,58
CityA,643,2695,16
CityE,644,3739,13
CityA,645,4650,22
CityA,646,4361,97
CityB,647,2471,31
CityC,648,1902,27
CityD,649,4184,20
CityC,650,4045,71
CityC,651,4726,65
CityE,652,2251,25
CityA,653,1570,55
CityB,654,663,93
CityC,655,3776,68
CityB,656,2674,77
CityB,657,1583,78
CityD,658,3673,24
CityC,659,1602,79
CityD,660,185,78
CityE,661,3491,89
CityD,662,4642,31
CityD,663,18,5
CityE,664,479,83
CityB,665,3484,59
CityD,666,4137,1
CityA,667,4758,87
CityC,668,3207,96
CityC,669,719,64
CityA,670,750,5
CityA,671,1029,9
CityD,672,2098,95
CityD,673,3664,72
CityB,674,3958,9
CityC,675,2904,5
CityC,676,3117,99
CityC,677,2554,41
CityE,678,3772,58
CityC,679,276,35
CityE,680,2352,12
CityB,681,4662,71
CityC,682,1255,26
CityD,683,3329,16
CityC,684,4224,94
CityB,685,3779,63
CityA,686,3286,64
CityE,687,2574,63
CityA,688,4171,11
CityB,689,3801,42
CityA,690,466,15
CityC,691,3169,32
CityC,692,3618,21
CityC,693,3441,72
CityB,694,1146,19
CityB,695,4663,15
CityD,696,733,96
CityD,697,3408,16
CityC,698,1714,85
CityB,699,3164,29
CityA,700,2576,28
CityA,701,2002,6
CityC,702,3289,30
CityC,703,589,69
CityC,704,953,52
CityB,705,1284,53
CityC,706,4225,72
CityE,707,824,37
CityA,708,3918,88
CityE,709,2748,72
CityB,710,758,81
CityA,711,2936,56
CityA,712,3893,43
CityA,713,4525,95
CityB,714,4872,9
CityD,715,2021,27
CityE,716,2003,77
CityC,717,2810,34
CityA,718,2362,32
CityB,719,2365,68
CityA,720,3167,91
CityB,721,4041,62
CityA,722,3705,35
CityB,723,2710,50
CityD,724,4046,7
CityD,725,347,46
CityD,726,2638,74
CityC,727,4951,56
CityB,728,4813,41
CityE,729,3374,89
CityE,730,1740,9
CityC,731,1010,75
CityE,732,672,5
CityD,733,2423,70
CityA,734,616,23
CityE,735,4385,34
CityD,736,655,38
CityD,737,2470,97
CityD,738,4775,38
CityC,739,3440,32
CityD,740,3509,91
CityE,741,4494,59
CityE,742,2005,25
CityD,743,1914,56
CityE,744,4602,90
CityD,745,3985,51
CityA,746,1213,52
CityD,747,4402,5
CityC,748,2402,15
CityE,749,1679,10
CityC,750,1533,88
CityC,751,3168,55
CityD,752,42,47
CityE,753,2518,80
CityD,754,3055,82
CityA,755,523,73
CityA,756,669,33
CityB,757,2513,52
CityA,758,1980,70
CityD,759,3216,26
CityE,760,3352,28
CityA,761,180,60
CityE,762,4216,48
CityD,763,1196,43
CityC,764,3279,66
CityA,765,2122,9
CityD,766,3132,20
CityD,767,4967,16
CityA,768,769,63
CityA,769,2816,26
CityD,770,3506,59
CityD,771,1999,54
CityB,772,3530,77
CityA,773,1611,77
CityD,774,1778,96
CityA,775,23,64
CityC,776,659,60
CityD,777,3150,32
CityD,778,514,50
CityA,779,4748,56
CityA,780,4802,52
CityE,781,3593,37
CityE,782,1824,67
CityB,783,676,6
CityC,784,4985,65
CityD,785,555,41
CityE,786,4032,86
CityB,787,1679,40
CityD,788,2935,7
CityB,789,414,89
CityD,790,4670,81
CityD,791,3350,62
CityA,792,1993,74
CityE,793,684,56
CityA,794,917,85
CityE,795,82,22
CityC,796,2369,23
CityE,797,4090,26
CityD,798,1494,68
CityB,799,146,77
CityD,800,1658,65
CityC,801,3313,26
CityC,802,3712,30
CityB,803,3052,68
CityB,804,4593,81
CityC,805,4170,25
CityD,806,2481,53
CityC,807,2527,38
CityE,808,3818,26
CityC,809,702,56
CityB,810,583,75
CityB,811,4180,98
CityA,812,1625,94
CityA,813,1850,57
CityE,814,4195,16
CityC,815,4553,25
CityB,816,3567,40
CityD,817,641,35
CityE,818,3962,17
CityB,819,1600,55
CityC,820,2239,42
CityA,821,176,5
CityD,822,2212,88
CityB,823,3707,45
CityE,824,1286,70
CityC,825,1331,16
CityC,826,1616,92
CityA,827,781,9
CityA,828,3170,53
CityC,829,1390,47
CityC,830,4394,40
CityB,831,780,13
CityA,832,3517,5
CityE,833,44,13
CityB,834,4176,36
CityD,835,3699,93
CityE,836,1349,18
CityD,837,3640,1
CityE,838,3421,48
CityE,839,252,48
CityE,840,524,17
CityD,841,148,46
CityC,842,476,48
CityB,843,3545,76
CityE,844,794,37
CityE,845,3926,43
CityC,846,3582,22
CityB,847,1444,11
CityB,848,920,71
CityC,849,4,69
CityD,850,190,24
CityD,851,3276,86
CityB,852,314,43
CityC,853,4564,91
CityE,854,2491,1
CityD,855,3476,54
CityE,856,1099,42
CityC,857,4884,78
CityD,858,3592,77
CityA,859,925,95
CityC,860,1875,87
CityC,861,4367,16
CityA,862,220,69
CityB,863,512,49
CityE,864,2958,51
CityA,865,3578,30
CityE,866,4250,71
CityE,867,1601,18
CityE,868,2173,5
CityA,869,581,21
CityD,870,1191,62
CityA,871,2355,76
CityA,872,3520,52
CityC,873,566,11
CityC,874,4135,4
CityA,875,4095,98
CityD,876,3454,86
CityA,877,2780,43
CityB,878,348,5
CityC,879,1968,80
CityD,880,4123,29
CityC,881,3722,71
CityD,882,3686,70
CityC,883,4310,14
CityD,884,1717,71
CityB,885,584,47
CityA,886,1038,60
CityA,887,1406,63
