city,person_id,credit_card,transactions
CityE,1,1092,15
CityA,2,1016,86
CityD,3,3951,48
CityD,4,3523,21
CityD,5,1435,42
CityB,6,692,14
CityD,7,2213,1
CityC,8,1093,63
CityE,9,1809,56
CityA,10,3622,89
CityA,11,4905,78
CityE,12,1870,3
CityC,13,4953,53
CityB,14,4876,39
CityA,15,1446,11
CityB,16,2179,49
CityB,17,3867,8
CityA,18,273,87
CityB,19,3217,26
CityE,20,2601,50
CityD,21,2047,1
CityA,22,3884,83
CityD,23,4856,21
CityA,24,447,91
CityC,25,4557,87
CityD,26,4025,81
CityA,27,23,63
CityB,28,2020,12
CityD,29,1923,67
CityD,30,2009,40
CityD,31,1259,2
CityA,32,857,14
CityB,33,4441,36
CityB,34,3787,27
CityB,35,1279,60
CityA,36,770,82
CityC,37,4944,31
CityE,38,916,98
CityD,39,1766,55
CityD,40,1062,75
CityC,41,2657,96
CityE,42,1544,76
CityC,43,1495,89
CityA,44,3323,88
CityA,45,4037,86
CityE,46,945,76
CityA,47,2319,20
CityE,48,2483,95
CityB,49,1889,25
CityE,50,4757,11
CityB,51,4439,11
CityC,52,4539,37
CityC,53,2401,54
CityA,54,649,99
CityB,55,782,31
CityB,56,1407,64
CityB,57,811,94
CityB,58,996,52
CityD,59,4634,95
CityD,60,3298,31
CityC,61,1984,45
CityD,62,4988,36
CityA,63,624,32
CityD,64,1190,32
CityE,65,2004,48
CityB,66,1107,67
CityC,67,3057,45
CityE,68,131,96
CityD,69,2023,65
CityE,70,117,14
CityE,71,549,71
CityE,72,4361,74
CityD,73,1071,82
CityE,74,2673,3
CityE,75,4071,99
CityE,76,4630,30
CityA,77,662,52
CityE,78,1128,66
CityD,79,1419,31
CityC,80,2505,43
CityA,81,2478,28
CityB,82,3788,51
CityB,83,4293,5
CityD,84,4998,29
CityA,85,2926,43
CityA,86,1734,11
CityB,87,3541,70
CityC,88,1095,44
CityE,89,3330,73
CityC,90,567,78
CityA,91,1129,77
CityD,92,1694,37
CityC,93,4003,17
CityC,94,3307,3
CityA,95,1125,85
CityB,96,845,71
CityA,97,4157,90
CityC,98,2368,95
CityC,99,3280,28
CityD,100,484,78
CityC,101,4990,78
CityD,102,1388,4
CityC,103,2053,89
CityB,104,4120,42
CityC,105,1152,37
CityD,106,533,67
CityD,107,516,65
CityD,108,139,20
CityC,109,964,4
CityD,110,2534,56
CityE,111,1390,23
CityB,112,2394,71
CityC,113,1900,10
CityD,114,3042,18
CityB,115,2086,48
CityC,116,3637,65
CityB,117,146,48
CityE,118,2914,59
CityC,119,456,32
CityD,120,3363,23
CityA,121,4123,63
CityD,122,2535,25
CityC,123,315,35
CityD,124,2235,40
CityA,125,1977,96
CityA,126,2865,69
CityA,127,2692,27
CityD,128,4946,76
CityC,129,2008,53
CityD,130,2597,34
CityA,131,1170,27
CityE,132,4613,53
CityA,133,4819,64
CityA,134,1241,64
CityC,135,4537,21
CityD,136,2341,66
CityC,137,1383,79
CityD,138,2392,51
CityA,139,3618,98
CityA,140,2929,86
CityA,141,1321,9
CityD,142,620,16
CityA,143,1914,43
CityC,144,1404,82
CityC,145,4752,65
CityA,146,4434,75
CityE,147,2222,67
CityD,148,1859,6
CityE,149,834,54
CityA,150,3750,23
CityE,151,3492,31
CityD,152,49,52
CityD,153,1315,2
CityE,154,4509,4
CityB,155,2996,9
CityD,156,3245,69
CityA,157,4130,38
CityA,158,4517,22
CityA,159,3326,84
CityB,160,4419,41
CityA,161,500,50
CityE,162,2834,8
CityB,163,604,9
CityD,164,688,46
CityB,165,1390,58
CityA,166,289,36
CityA,167,3939,75
CityE,168,4727,25
CityD,169,2038,25
CityD,170,4922,51
CityB,171,3726,48
CityA,172,4621,17
CityA,173,3689,14
CityB,174,3026,69
CityC,175,1504,99
CityA,176,1415,42
CityD,177,1774,24
CityB,178,4170,74
CityB,179,3566,91
CityE,180,3072,33
CityA,181,3281,76
CityA,182,3069,19
CityD,183,2670,65
CityC,184,2422,28
CityD,185,3158,1
CityC,186,2027,10
CityE,187,3035,17
CityD,188,3699,44
CityD,189,4972,11
CityA,190,1604,9
CityD,191,3277,84
CityA,192,3080,28
CityE,193,3306,1
CityC,194,1403,90
CityD,195,3289,2
CityE,196,2233,38
CityA,197,3468,53
CityC,198,1507,7
CityD,199,2992,6
CityD,200,1512,55
CityB,201,1091,32
CityD,202,2976,42
CityE,203,3808,15
CityD,204,4590,83
CityD,205,2221,19
CityB,206,359,28
CityB,207,4897,12
