city,person_id,credit_card,transactions
CityC,person_0,card_40529,61
CityB,person_1,card_43909,12
CityB,person_2,card_14401,22
CityB,person_3,card_32785,56
CityD,person_4,card_25124,95
CityA,person_5,card_14227,24
CityB,person_6,card_7565,46
CityC,person_7,card_13263,86
CityD,person_8,card_13825,27
CityC,person_9,card_4364,12
CityC,person_10,card_5594,6
CityD,person_11,card_27433,5
CityA,person_12,card_5484,3
CityD,person_13,card_36282,18
CityC,person_14,card_10382,26
CityB,person_15,card_13383,93
CityA,person_16,card_976,82
CityC,person_17,card_32746,26
CityA,person_18,card_39263,9
CityA,person_19,card_36705,42
CityA,person_20,card_17131,69
CityD,person_21,card_2664,43
CityD,person_22,card_19396,79
CityC,person_23,card_49392,55
CityD,person_24,card_40635,28
CityB,person_25,card_27820,31
CityC,person_26,card_16233,42
CityA,person_27,card_33821,92
CityB,person_28,card_32633,21
CityB,person_29,card_39133,85
CityB,person_30,card_4756,65
CityD,person_31,card_44401,76
CityD,person_32,card_18957,82
CityD,person_33,card_20265,69
CityB,person_34,card_28303,57
CityD,person_35,card_38259,79
CityC,person_36,card_43184,93
CityA,person_37,card_44565,13
CityA,person_38,card_1585,56
CityD,person_39,card_39231,81
CityC,person_40,card_22241,25
CityD,person_41,card_29850,22
CityA,person_42,card_41498,55
CityA,person_43,card_6458,36
CityB,person_44,card_45396,63
CityB,person_45,card_2797,84
CityA,person_46,card_25766,82
CityB,person_47,card_26208,64
CityD,person_48,card_4806,84
CityA,person_49,card_25138,85
CityA,person_50,card_14689,3
CityA,person_51,card_25130,38
CityA,person_52,card_39947,79
CityB,person_53,card_4811,17
CityD,person_54,card_9840,21
CityC,person_55,card_26226,17
CityA,person_56,card_43635,38
CityC,person_57,card_242,61
CityB,person_58,card_10377,28
CityB,person_59,card_43749,89
CityB,person_60,card_2688,12
CityA,person_61,card_8290,43
CityC,person_62,card_31379,6
CityB,person_63,card_37520,18
CityD,person_64,card_45377,21
CityA,person_65,card_38544,99
CityC,person_66,card_42434,88
CityC,person_67,card_39684,48
CityA,person_68,card_11609,87
CityD,person_69,card_34811,60
CityC,person_70,card_32028,67
CityB,person_71,card_37632,41
CityB,person_72,card_13225,64
CityD,person_73,card_36549,21
CityC,person_74,card_28741,85
CityA,person_75,card_22262,64
CityD,person_76,card_4501,80
CityC,person_77,card_17431,13
CityA,person_78,card_37661,6
CityD,person_79,card_1288,96
CityD,person_80,card_15023,65
CityD,person_81,card_7471,30
CityB,person_82,card_49288,5
CityD,person_83,card_36216,28
CityC,person_84,card_29013,66
CityD,person_85,card_20709,95
CityA,person_86,card_49588,87
CityA,person_87,card_46318,95
CityB,person_88,card_23382,23
CityB,person_89,card_24685,86
CityC,person_90,card_15228,41
CityD,person_91,card_7168,32
CityA,person_92,card_22587,75
CityA,person_93,card_17981,48
CityD,person_94,card_7029,91
CityB,person_95,card_23524,46
CityB,person_96,card_40195,13
CityA,person_97,card_3031,16
CityA,person_98,card_31720,73
CityA,person_99,card_44532,100
CityD,person_100,card_35491,52
CityA,person_101,card_29611,13
CityC,person_102,card_1555,92
CityC,person_103,card_6690,94
CityC,person_104,card_27893,6
CityA,person_105,card_2238,1
CityB,person_106,card_23608,8
CityD,person_107,card_23899,37
CityB,person_108,card_35097,26
CityB,person_109,card_21864,56
CityD,person_110,card_41777,76
CityC,person_111,card_3421,70
CityB,person_112,card_46922,12
CityB,person_113,card_36208,11
CityA,person_114,card_39435,72
CityA,person_115,card_43129,94
CityB,person_116,card_22810,8
CityC,person_117,card_298,91
CityD,person_118,card_11182,74
CityB,person_119,card_5817,99
CityD,person_120,card_26618,4
CityA,person_121,card_31530,28
CityD,person_122,card_6718,76
CityC,person_123,card_41476,20
CityB,person_124,card_44109,18
CityD,person_125,card_3017,58
CityA,person_126,card_22374,94
CityC,person_127,card_10828,13
CityA,person_128,card_39612,62
CityD,person_129,card_19180,9
CityB,person_130,card_47203,68
CityC,person_131,card_27229,27
CityD,person_132,card_44574,72
CityB,person_133,card_28556,14
CityA,person_134,card_3625,17
CityB,person_135,card_9734,31
CityD,person_136,card_38303,34
CityC,person_137,card_37371,57
CityA,person_138,card_43572,20
CityC,person_139,card_37012,71
CityA,person_140,card_34770,48
CityC,person_141,card_46478,85
CityB,person_142,card_43368,45
CityC,person_143,card_47305,86
CityD,person_144,card_7995,74
CityD,person_145,card_24961,2
CityC,person_146,card_14960,98
CityC,person_147,card_44410,26
CityC,person_148,card_21025,21
CityC,person_149,card_34126,44
CityB,person_150,card_11415,8
CityA,person_151,card_34073,29
CityB,person_152,card_46209,29
CityC,person_153,card_10030,31
CityA,person_154,card_48811,58
CityD,person_155,card_36977,89
CityD,person_156,card_11936,38
CityB,person_157,card_28865,47
CityB,person_158,card_47007,64
CityD,person_159,card_27993,36
CityD,person_160,card_5712,51
CityC,person_161,card_22363,25
CityB,person_162,card_36055,2
CityA,person_163,card_275,91
CityA,person_164,card_26291,12
CityA,person_165,card_3521,16
CityB,person_166,card_28139,5
CityA,person_167,card_8573,20
CityA,person_168,card_48015,25
CityD,person_169,card_25812,25
CityB,person_170,card_29471,56
CityA,person_171,card_21557,13
CityC,person_172,card_33557,67
CityD,person_173,card_37872,65
CityC,person_174,card_7369,29
CityC,person_175,card_40151,63
CityB,person_176,card_31143,24
CityB,person_177,card_36466,63
CityC,person_178,card_20742,90
CityB,person_179,card_16313,55
CityB,person_180,card_48104,35
CityB,person_181,card_40157,79
CityB,person_182,card_43250,18
CityB,person_183,card_39181,65
CityC,person_184,card_44188,10
CityA,person_185,card_38567,90
CityC,person_186,card_44615,54
CityB,person_187,card_11876,36
CityC,person_188,card_45841,29
CityD,person_189,card_21502,22
CityA,person_190,card_35884,10
CityC,person_191,card_8389,8
CityD,person_192,card_48326,32
CityC,person_193,card_18758,40
CityC,person_194,card_40822,30
CityA,person_195,card_22363,76
CityA,person_196,card_12945,44
CityC,person_197,card_22121,94
CityD,person_198,card_9760,81
CityA,person_199,card_6377,78
CityA,person_200,card_46388,75
CityA,person_201,card_11483,20
CityB,person_202,card_49336,55
CityA,person_203,card_49441,18
CityB,person_204,card_36247,53
CityB,person_205,card_10923,25
CityD,person_206,card_47216,49
CityC,person_207,card_5170,5
CityC,person_208,card_20834,72
CityC,person_209,card_19427,9
CityB,person_210,card_36444,13
CityB,person_211,card_10363,15
CityD,person_212,card_32571,49
CityA,person_213,card_49079,51
CityC,person_214,card_48624,2
CityA,person_215,card_17980,58
CityC,person_216,card_44962,75
CityB,person_217,card_22646,83
CityB,person_218,card_3160,72
CityB,person_219,card_15624,55
CityA,person_220,card_28247,30
CityC,person_221,card_35064,20
CityB,person_222,card_19043,39
CityB,person_223,card_1162,9
CityA,person_224,card_29841,67
CityA,person_225,card_28001,26
CityC,person_226,card_5811,28
CityC,person_227,card_34963,45
CityC,person_228,card_23418,65
CityB,person_229,card_40737,51
CityB,person_230,card_19487,18
CityC,person_231,card_13616,67
CityA,person_232,card_32146,6
CityD,person_233,card_43986,16
CityB,person_234,card_48293,29
CityB,person_235,card_14144,30
CityB,person_236,card_29121,44
CityC,person_237,card_29466,94
CityA,person_238,card_47154,96
CityD,person_239,card_10123,69
CityD,person_240,card_9192,6
CityB,person_241,card_36183,4
CityB,person_242,card_33000,18
CityA,person_243,card_17667,71
CityC,person_244,card_44314,86
CityC,person_245,card_9578,35
CityA,person_246,card_22472,90
CityD,person_247,card_12398,97
CityB,person_248,card_3323,85
CityA,person_249,card_17966,59
CityC,person_250,card_18945,26
CityD,person_251,card_35333,76
CityC,person_252,card_32596,17
CityD,person_253,card_32525,55
CityC,person_254,card_2024,95
CityA,person_255,card_30380,10
CityC,person_256,card_27887,72
CityA,person_257,card_8865,86
CityC,person_258,card_3207,2
CityC,person_259,card_40029,85
CityB,person_260,card_31866,20
CityC,person_261,card_13280,21
CityC,person_262,card_29303,100
CityB,person_263,card_29793,84
CityD,person_264,card_22869,35
CityB,person_265,card_23899,37
CityB,person_266,card_49078,78
CityD,person_267,card_30244,39
CityB,person_268,card_21560,86
CityC,person_269,card_15885,69
CityA,person_270,card_15188,15
CityA,person_271,card_13682,34
CityD,person_272,card_38856,91
CityC,person_273,card_20514,23
CityC,person_274,card_19728,14
CityB,person_275,card_21300,81
CityD,person_276,card_17216,63
CityA,person_277,card_2135,33
CityD,person_278,card_14432,78
CityC,person_279,card_732,63
CityA,person_280,card_19040,10
CityC,person_281,card_8208,6
CityB,person_282,card_37525,53
CityD,person_283,card_28377,36
CityB,person_284,card_2428,83
CityC,person_285,card_34476,7
CityD,person_286,card_19480,95
CityA,person_287,card_44725,9
CityB,person_288,card_13803,52
CityD,person_289,card_1904,39
CityD,person_290,card_7868,98
CityD,person_291,card_37899,8
CityB,person_292,card_4871,43
CityC,person_293,card_43134,42
CityD,person_294,card_23769,76
CityD,person_295,card_41583,8
CityD,person_296,card_21874,27
CityB,person_297,card_25162,25
CityA,person_298,card_25960,17
CityC,person_299,card_24744,70
CityD,person_300,card_13184,87
CityC,person_301,card_14403,85
CityA,person_302,card_21519,10
CityA,person_303,card_5598,69
CityB,person_304,card_27123,39
CityB,person_305,card_25902,49
CityD,person_306,card_1561,4
CityB,person_307,card_37047,69
CityB,person_308,card_41561,19
CityC,person_309,card_28904,77
CityD,person_310,card_36485,26
CityB,person_311,card_33757,93
CityA,person_312,card_6933,40
CityA,person_313,card_37191,58
CityC,person_314,card_5539,17
CityB,person_315,card_28211,69
CityD,person_316,card_38619,75
CityC,person_317,card_21220,42
