city,person_id,credit_card,transactions
CityA,person_0,card_6502,34
CityB,person_1,card_1518,34
CityA,person_2,card_21409,61
CityA,person_3,card_46056,69
CityA,person_4,card_38187,29
CityC,person_5,card_12058,32
CityD,person_6,card_15123,48
CityB,person_7,card_44121,6
CityA,person_8,card_38649,80
CityD,person_9,card_19541,51
CityC,person_10,card_44691,27
CityD,person_11,card_30629,11
CityD,person_12,card_15317,24
CityD,person_13,card_8479,24
CityA,person_14,card_46438,51
CityB,person_15,card_34166,85
CityD,person_16,card_35838,73
CityB,person_17,card_25035,12
CityD,person_18,card_41705,60
CityB,person_19,card_10151,86
CityA,person_20,card_31989,7
CityA,person_21,card_21706,27
CityB,person_22,card_15906,70
CityC,person_23,card_36791,68
CityA,person_24,card_40881,32
CityD,person_25,card_2593,43
CityA,person_26,card_9073,93
CityA,person_27,card_45990,10
CityA,person_28,card_1017,98
CityC,person_29,card_15784,2
CityB,person_30,card_24948,43
CityB,person_31,card_37236,47
CityC,person_32,card_26662,74
CityC,person_33,card_19482,53
CityC,person_34,card_44956,61
CityC,person_35,card_35963,29
CityD,person_36,card_42113,64
CityC,person_37,card_11531,73
CityC,person_38,card_47983,9
CityB,person_39,card_35683,81
CityA,person_40,card_9736,42
CityB,person_41,card_2046,93
CityB,person_42,card_2223,44
CityD,person_43,card_49396,43
CityA,person_44,card_49189,13
CityC,person_45,card_25064,23
CityB,person_46,card_28915,7
CityB,person_47,card_39437,33
CityD,person_48,card_43400,81
CityA,person_49,card_3464,78
CityD,person_50,card_7512,27
CityB,person_51,card_8109,29
CityA,person_52,card_8164,47
CityB,person_53,card_30478,22
CityA,person_54,card_38714,3
CityA,person_55,card_25378,22
CityD,person_56,card_44901,65
CityA,person_57,card_6651,95
CityC,person_58,card_2609,100
CityC,person_59,card_48476,36
CityB,person_60,card_17668,56
CityD,person_61,card_45645,24
CityB,person_62,card_15726,81
CityB,person_63,card_49601,44
CityA,person_64,card_29491,83
CityA,person_65,card_4779,46
CityB,person_66,card_20518,91
CityB,person_67,card_20366,72
CityC,person_68,card_27137,46
CityD,person_69,card_18996,49
CityB,person_70,card_45264,91
CityD,person_71,card_1357,18
CityA,person_72,card_19971,68
CityD,person_73,card_28292,15
CityC,person_74,card_35302,96
CityB,person_75,card_20124,38
CityA,person_76,card_16292,43
CityD,person_77,card_23344,48
CityD,person_78,card_22967,89
CityD,person_79,card_11235,87
CityB,person_80,card_46131,50
CityA,person_81,card_8356,55
CityC,person_82,card_19157,59
CityC,person_83,card_48062,13
CityB,person_84,card_29624,7
CityA,person_85,card_26341,73
CityC,person_86,card_12944,10
CityD,person_87,card_30208,18
CityA,person_88,card_18423,92
CityB,person_89,card_44031,35
CityD,person_90,card_17862,43
CityC,person_91,card_47118,83
CityD,person_92,card_42410,4
CityC,person_93,card_31646,13
CityA,person_94,card_1340,77
CityA,person_95,card_19934,93
CityC,person_96,card_6468,99
CityB,person_97,card_44656,88
CityD,person_98,card_15524,34
CityB,person_99,card_23198,57
CityC,person_100,card_7601,70
CityD,person_101,card_48799,60
CityD,person_102,card_25761,12
CityB,person_103,card_35236,54
CityC,person_104,card_46894,13
CityB,person_105,card_46498,11
CityC,person_106,card_9065,100
CityB,person_107,card_27498,72
CityC,person_108,card_24026,69
CityA,person_109,card_43971,45
CityB,person_110,card_17561,84
CityB,person_111,card_3311,6
CityC,person_112,card_33179,15
CityA,person_113,card_46677,39
CityC,person_114,card_38061,3
CityC,person_115,card_10977,12
CityB,person_116,card_46827,49
CityC,person_117,card_40368,2
CityB,person_118,card_47857,55
CityD,person_119,card_11228,100
CityD,person_120,card_27679,21
CityD,person_121,card_8389,50
CityA,person_122,card_19975,77
CityD,person_123,card_35638,68
CityD,person_124,card_11291,86
CityD,person_125,card_7209,65
CityC,person_126,card_36997,46
CityB,person_127,card_13094,60
CityB,person_128,card_45339,34
CityC,person_129,card_5471,89
CityD,person_130,card_11127,40
CityC,person_131,card_23911,43
CityB,person_132,card_14102,63
CityC,person_133,card_13710,98
CityB,person_134,card_45899,21
CityB,person_135,card_19988,24
CityC,person_136,card_15849,77
CityD,person_137,card_4772,59
CityA,person_138,card_12139,34
CityA,person_139,card_40906,99
CityB,person_140,card_47615,21
CityD,person_141,card_10646,23
CityD,person_142,card_5564,94
CityB,person_143,card_10408,1
CityC,person_144,card_99,18
CityA,person_145,card_17748,49
CityC,person_146,card_20778,70
CityD,person_147,card_4939,74
CityC,person_148,card_24737,66
CityC,person_149,card_22279,78
CityD,person_150,card_27775,69
CityC,person_151,card_14101,73
CityB,person_152,card_36179,66
CityA,person_153,card_35751,70
CityD,person_154,card_32743,56
CityA,person_155,card_49574,49
CityB,person_156,card_7120,92
CityC,person_157,card_45071,79
CityA,person_158,card_12681,64
CityC,person_159,card_25448,8
CityD,person_160,card_38339,63
CityA,person_161,card_14712,73
CityB,person_162,card_13726,14
CityC,person_163,card_31297,4
CityD,person_164,card_2927,94
CityB,person_165,card_11955,3
CityA,person_166,card_12543,29
CityC,person_167,card_12101,59
CityD,person_168,card_1593,43
CityA,person_169,card_34823,35
CityB,person_170,card_18083,73
CityA,person_171,card_46608,85
CityB,person_172,card_30972,50
CityC,person_173,card_23616,89
CityC,person_174,card_17721,76
CityC,person_175,card_20600,6
CityD,person_176,card_30995,27
CityA,person_177,card_3196,37
CityC,person_178,card_41079,84
CityD,person_179,card_47215,83
CityD,person_180,card_16199,73
CityA,person_181,card_3481,95
CityB,person_182,card_14332,32
CityC,person_183,card_34455,71
CityB,person_184,card_7732,26
CityC,person_185,card_14282,20
CityD,person_186,card_47983,9
CityD,person_187,card_33330,41
CityB,person_188,card_17822,85
CityB,person_189,card_22185,48
CityC,person_190,card_17121,57
CityA,person_191,card_35730,20
CityB,person_192,card_24301,14
CityC,person_193,card_3499,6
CityD,person_194,card_37452,79
CityB,person_195,card_32604,8
CityC,person_196,card_45104,72
CityD,person_197,card_11591,9
CityA,person_198,card_24033,89
CityA,person_199,card_23074,12
CityA,person_200,card_12419,63
CityC,person_201,card_31671,76
CityA,person_202,card_35009,47
CityA,person_203,card_18731,11
CityB,person_204,card_17393,72
CityD,person_205,card_42483,5
CityB,person_206,card_10328,69
CityB,person_207,card_16243,57
CityB,person_208,card_19746,39
CityA,person_209,card_33974,48
CityD,person_210,card_6193,9
CityA,person_211,card_42249,42
CityA,person_212,card_23237,34
CityD,person_213,card_10803,51
CityC,person_214,card_16462,76
CityD,person_215,card_37017,58
CityD,person_216,card_12015,65
CityD,person_217,card_40485,11
CityA,person_218,card_14006,56
CityC,person_219,card_6583,48
CityB,person_220,card_30845,25
CityD,person_221,card_22354,81
CityA,person_222,card_39885,88
CityD,person_223,card_48065,46
CityA,person_224,card_23348,2
CityD,person_225,card_48477,6
CityC,person_226,card_6869,90
CityA,person_227,card_32177,8
CityD,person_228,card_41240,33
CityA,person_229,card_23934,86
CityB,person_230,card_47147,33
CityC,person_231,card_22003,39
CityA,person_232,card_852,12
CityA,person_233,card_5308,12
CityB,person_234,card_43451,71
CityC,person_235,card_2086,71
CityD,person_236,card_10542,45
CityB,person_237,card_16488,7
CityA,person_238,card_4058,28
CityA,person_239,card_33633,19
CityB,person_240,card_22522,16
CityB,person_241,card_36284,28
CityD,person_242,card_7292,49
CityD,person_243,card_2783,46
CityC,person_244,card_42996,77
CityC,person_245,card_22667,58
CityA,person_246,card_1949,28
CityC,person_247,card_21560,69
CityA,person_248,card_14746,21
CityA,person_249,card_5693,67
CityA,person_250,card_45376,76
CityA,person_251,card_43508,26
CityD,person_252,card_5525,63
CityC,person_253,card_44477,54
CityA,person_254,card_22185,68
CityD,person_255,card_46782,34
CityD,person_256,card_2390,82
CityD,person_257,card_6510,3
CityD,person_258,card_34868,37
CityC,person_259,card_39320,54
CityB,person_260,card_22115,23
CityA,person_261,card_27294,9
CityC,person_262,card_4094,58
CityA,person_263,card_36284,70
CityD,person_264,card_1992,48
CityA,person_265,card_37405,44
CityA,person_266,card_10063,64
CityA,person_267,card_41705,79
CityB,person_268,card_46196,74
CityD,person_269,card_10496,1
CityD,person_270,card_30693,55
CityC,person_271,card_38342,31
CityC,person_272,card_6204,49
CityD,person_273,card_49458,19
CityB,person_274,card_421,46
CityD,person_275,card_40470,42
CityA,person_276,card_16579,86
CityA,person_277,card_4805,31
CityB,person_278,card_7254,68
CityC,person_279,card_6899,12
CityA,person_280,card_44063,30
CityC,person_281,card_43922,87
CityB,person_282,card_27899,7
CityB,person_283,card_21933,43
CityB,person_284,card_32417,99
CityC,person_285,card_10840,43
CityB,person_286,card_14356,76
CityC,person_287,card_12507,65
CityA,person_288,card_2794,31
CityD,person_289,card_17095,61
CityB,person_290,card_16882,48
CityA,person_291,card_11495,92
CityA,person_292,card_22637,47
CityB,person_293,card_12267,42
CityC,person_294,card_44351,3
CityA,person_295,card_27789,95
CityD,person_296,card_21592,44
CityD,person_297,card_7372,63
CityB,person_298,card_27082,55
CityA,person_299,card_235,74
CityA,person_300,card_3426,57
CityB,person_301,card_42626,26
CityD,person_302,card_4205,87
CityD,person_303,card_21404,85
CityB,person_304,card_41265,100
CityB,person_305,card_28125,2
CityC,person_306,card_21227,54
CityB,person_307,card_28313,46
CityA,person_308,card_19071,16
CityB,person_309,card_19776,18
CityB,person_310,card_2895,63
CityD,person_311,card_22957,57
CityC,person_312,card_25806,32
CityB,person_313,card_18231,84
CityD,person_314,card_7500,91
CityC,person_315,card_18302,87
CityB,person_316,card_12712,7
CityA,person_317,card_16101,47
CityC,person_318,card_37887,72
CityD,person_319,card_33351,13
CityD,person_320,card_22412,24
CityC,person_321,card_44165,54
CityD,person_322,card_38514,95
CityA,person_323,card_22619,97
CityA,person_324,card_32522,68
CityC,person_325,card_23690,63
CityC,person_326,card_17823,32
CityB,person_327,card_24780,44
CityC,person_328,card_18940,85
CityD,person_329,card_14767,69
CityD,person_330,card_45530,31
CityB,person_331,card_34662,26
CityD,person_332,card_7721,74
CityC,person_333,card_17660,52
CityB,person_334,card_19900,43
CityD,person_335,card_44483,5
CityA,person_336,card_29273,53
CityA,person_337,card_29971,95
CityD,person_338,card_42232,84
CityA,person_339,card_27421,31
CityA,person_340,card_29487,96
CityA,person_341,card_32494,32
CityD,person_342,card_12097,20
CityA,person_343,card_6538,64
CityC,person_344,card_19571,7
CityD,person_345,card_39988,32
CityD,person_346,card_21626,97
CityA,person_347,card_40423,44
CityA,person_348,card_4868,74
CityC,person_349,card_18834,92
CityA,person_350,card_27827,61
CityD,person_351,card_32074,98
CityC,person_352,card_28128,10
CityB,person_353,card_13731,75
CityB,person_354,card_7724,67
CityB,person_355,card_7254,16
CityD,person_356,card_9605,13
CityB,person_357,card_23800,37
CityC,person_358,card_28448,61
CityA,person_359,card_33041,47
CityC,person_360,card_11241,5
CityA,person_361,card_12799,34
CityA,person_362,card_6904,51
CityD,person_363,card_20128,2
CityA,person_364,card_46707,14
CityA,person_365,card_33446,85
CityC,person_366,card_38549,99
CityA,person_367,card_38460,47
CityA,person_368,card_49740,69
CityB,person_369,card_26992,92
CityB,person_370,card_3535,55
CityB,person_371,card_20314,38
CityA,person_372,card_10051,40
CityB,person_373,card_41743,47
CityC,person_374,card_35995,80
CityA,person_375,card_35970,11
CityD,person_376,card_45855,17
CityA,person_377,card_32191,91
CityB,person_378,card_15180,83
CityD,person_379,card_19527,53
CityC,person_380,card_11359,81
CityB,person_381,card_13323,84
CityC,person_382,card_15163,15
CityD,person_383,card_18978,17
CityC,person_384,card_43799,3
CityC,person_385,card_36093,42
CityC,person_386,card_7082,94
CityC,person_387,card_16075,69
CityA,person_388,card_23765,9
CityD,person_389,card_8689,41
CityA,person_390,card_17972,7
CityB,person_391,card_48602,95
CityD,person_392,card_1177,79
CityA,person_393,card_6226,38
CityC,person_394,card_23849,16
CityD,person_395,card_43606,13
CityA,person_396,card_37378,92
CityA,person_397,card_11904,16
CityA,person_398,card_1087,80
CityA,person_399,card_17343,21
CityC,person_400,card_27353,62
CityB,person_401,card_23583,42
CityD,person_402,card_42977,38
CityB,person_403,card_35318,28
CityD,person_404,card_2589,38
CityD,person_405,card_36395,53
CityA,person_406,card_5329,67
CityB,person_407,card_29948,16
CityA,person_408,card_15722,58
CityA,person_409,card_29771,92
CityC,person_410,card_40332,71
CityD,person_411,card_12638,67
CityC,person_412,card_49411,50
CityB,person_413,card_32909,45
CityC,person_414,card_37228,39
CityB,person_415,card_26511,52
CityB,person_416,card_13112,63
CityD,person_417,card_38793,45
CityC,person_418,card_43939,26
CityC,person_419,card_34544,30
CityA,person_420,card_12533,57
CityA,person_421,card_25221,90
CityA,person_422,card_1733,76
CityC,person_423,card_26508,11
CityA,person_424,card_41238,37
CityC,person_425,card_188,99
CityA,person_426,card_27239,82
CityD,person_427,card_12827,51
CityA,person_428,card_37976,95
CityD,person_429,card_10015,75
CityD,person_430,card_11461,83
CityD,person_431,card_6074,40
CityA,person_432,card_4419,11
CityD,person_433,card_45412,100
CityD,person_434,card_3587,47
CityA,person_435,card_36662,75
