city,person_id,credit_card,transactions
CityC,person_0,card_13517,52
CityD,person_1,card_48448,9
CityD,person_2,card_692,100
CityA,person_3,card_36823,18
CityD,person_4,card_19160,50
CityC,person_5,card_42190,44
CityA,person_6,card_19396,63
CityC,person_7,card_33748,95
CityC,person_8,card_27753,44
CityA,person_9,card_48525,46
CityC,person_10,card_4781,74
CityB,person_11,card_24905,70
CityD,person_12,card_32666,31
CityD,person_13,card_955,6
CityD,person_14,card_3726,67
CityC,person_15,card_25346,50
CityD,person_16,card_46906,48
CityD,person_17,card_521,13
CityD,person_18,card_13537,69
CityA,person_19,card_12895,72
CityA,person_20,card_35044,75
CityD,person_21,card_36651,47
CityC,person_22,card_18285,85
CityD,person_23,card_48730,55
CityA,person_24,card_25463,7
CityD,person_25,card_25482,63
CityA,person_26,card_22594,31
CityD,person_27,card_40067,6
CityB,person_28,card_17166,14
CityD,person_29,card_21026,44
CityC,person_30,card_7880,52
CityC,person_31,card_21529,58
CityA,person_32,card_42367,39
CityA,person_33,card_44286,19
CityA,person_34,card_29500,79
CityD,person_35,card_22781,68
CityD,person_36,card_37906,68
CityA,person_37,card_49390,43
CityD,person_38,card_26332,58
CityC,person_39,card_38289,43
CityC,person_40,card_14181,72
CityD,person_41,card_36817,68
CityD,person_42,card_45864,95
CityB,person_43,card_12222,27
CityB,person_44,card_9398,93
CityC,person_45,card_37653,29
CityD,person_46,card_48620,81
CityC,person_47,card_19139,22
CityD,person_48,card_4437,6
CityB,person_49,card_10807,32
CityB,person_50,card_46481,46
CityD,person_51,card_26916,93
CityC,person_52,card_36642,65
CityA,person_53,card_23929,34
CityA,person_54,card_35363,74
CityA,person_55,card_15770,98
CityB,person_56,card_13801,62
CityA,person_57,card_25034,50
CityB,person_58,card_26338,10
CityA,person_59,card_24166,47
CityC,person_60,card_13054,69
CityB,person_61,card_40910,91
CityC,person_62,card_7095,45
CityA,person_63,card_34900,13
CityA,person_64,card_28750,19
CityA,person_65,card_45406,34
CityC,person_66,card_47946,79
CityA,person_67,card_35895,89
CityC,person_68,card_10804,33
CityB,person_69,card_41710,40
CityD,person_70,card_46793,40
CityC,person_71,card_9615,25
CityB,person_72,card_39024,95
CityD,person_73,card_49221,23
CityC,person_74,card_33033,76
CityA,person_75,card_18000,39
CityA,person_76,card_39245,99
CityB,person_77,card_43988,21
CityA,person_78,card_27356,82
CityA,person_79,card_1039,60
CityD,person_80,card_31646,78
CityB,person_81,card_8021,74
CityA,person_82,card_12440,51
CityD,person_83,card_28445,17
CityB,person_84,card_32303,66
CityC,person_85,card_34469,75
CityB,person_86,card_40930,18
CityD,person_87,card_989,34
CityA,person_88,card_9840,88
CityA,person_89,card_11373,76
CityC,person_90,card_34323,55
CityC,person_91,card_14303,38
CityA,person_92,card_28312,72
CityC,person_93,card_21628,55
CityC,person_94,card_47887,8
CityB,person_95,card_32757,99
CityB,person_96,card_4166,96
CityA,person_97,card_744,16
CityB,person_98,card_687,58
CityB,person_99,card_3540,60
CityD,person_100,card_46075,56
CityD,person_101,card_41423,39
CityD,person_102,card_45785,31
CityD,person_103,card_40582,70
CityD,person_104,card_9220,29
CityB,person_105,card_25071,38
CityA,person_106,card_43513,84
CityA,person_107,card_6309,90
CityA,person_108,card_1358,14
CityC,person_109,card_20738,28
CityD,person_110,card_46647,23
CityC,person_111,card_10870,14
CityB,person_112,card_3165,12
CityA,person_113,card_33427,9
CityA,person_114,card_8992,56
CityB,person_115,card_306,42
CityC,person_116,card_47505,57
CityC,person_117,card_21811,19
CityD,person_118,card_49379,56
CityA,person_119,card_42103,41
CityB,person_120,card_25157,43
CityA,person_121,card_42187,100
CityC,person_122,card_4635,83
CityD,person_123,card_49246,59
CityA,person_124,card_25778,82
CityA,person_125,card_6264,64
CityA,person_126,card_31433,9
CityB,person_127,card_7333,98
CityB,person_128,card_31878,49
CityB,person_129,card_14162,12
CityC,person_130,card_41097,43
CityD,person_131,card_32841,27
CityA,person_132,card_26705,16
CityC,person_133,card_41518,5
CityC,person_134,card_14055,53
CityC,person_135,card_36546,97
CityA,person_136,card_18917,80
CityA,person_137,card_30078,6
CityC,person_138,card_11292,42
CityB,person_139,card_35637,7
CityC,person_140,card_26420,99
CityD,person_141,card_27680,7
CityB,person_142,card_16908,49
CityD,person_143,card_40294,10
CityA,person_144,card_18,55
CityC,person_145,card_6853,29
CityB,person_146,card_26199,56
CityB,person_147,card_6820,43
CityD,person_148,card_35619,73
CityB,person_149,card_4893,70
CityA,person_150,card_30895,16
CityC,person_151,card_47670,47
CityB,person_152,card_35562,58
CityA,person_153,card_47066,7
CityA,person_154,card_8041,58
CityB,person_155,card_6900,98
CityB,person_156,card_45781,39
CityC,person_157,card_4605,4
CityA,person_158,card_27887,54
CityC,person_159,card_26668,95
CityC,person_160,card_11908,95
CityC,person_161,card_7200,27
CityC,person_162,card_13758,100
CityB,person_163,card_19148,12
CityA,person_164,card_33490,15
CityD,person_165,card_19716,42
CityD,person_166,card_3682,17
CityD,person_167,card_6540,67
CityA,person_168,card_7916,72
CityD,person_169,card_11255,61
CityC,person_170,card_46221,28
CityB,person_171,card_8217,75
CityA,person_172,card_16203,87
CityD,person_173,card_25292,64
CityA,person_174,card_17000,70
CityD,person_175,card_2690,15
CityD,person_176,card_41304,80
CityB,person_177,card_29569,5
CityA,person_178,card_20337,53
CityD,person_179,card_6946,64
CityA,person_180,card_49745,41
CityA,person_181,card_13569,50
CityA,person_182,card_4978,48
CityA,person_183,card_40225,78
CityA,person_184,card_15403,15
CityA,person_185,card_19453,46
CityD,person_186,card_10429,52
CityB,person_187,card_45430,33
CityC,person_188,card_43210,37
CityA,person_189,card_16584,34
CityA,person_190,card_3358,31
CityD,person_191,card_43974,19
CityD,person_192,card_32197,62
CityA,person_193,card_48716,12
CityA,person_194,card_15612,100
CityC,person_195,card_15132,19
CityD,person_196,card_4151,3
CityD,person_197,card_9819,65
CityD,person_198,card_17865,5
CityA,person_199,card_31709,33
CityD,person_200,card_34966,35
CityB,person_201,card_42739,52
CityD,person_202,card_37830,92
CityB,person_203,card_11788,34
CityC,person_204,card_2059,99
CityC,person_205,card_10585,70
CityC,person_206,card_21091,74
CityC,person_207,card_1026,64
CityA,person_208,card_19380,15
CityD,person_209,card_12122,5
CityD,person_210,card_44347,78
CityC,person_211,card_5015,42
CityD,person_212,card_17836,11
CityD,person_213,card_14234,20
CityB,person_214,card_27850,15
CityD,person_215,card_13963,95
CityD,person_216,card_27556,7
CityB,person_217,card_43594,88
CityC,person_218,card_19422,43
CityD,person_219,card_17595,37
CityC,person_220,card_20680,98
CityB,person_221,card_27598,69
CityD,person_222,card_10972,97
CityD,person_223,card_33691,3
CityD,person_224,card_30116,64
CityA,person_225,card_16686,73
CityA,person_226,card_18613,76
CityA,person_227,card_15743,40
CityC,person_228,card_38744,55
CityB,person_229,card_17845,6
CityC,person_230,card_42228,85
CityA,person_231,card_22659,51
CityA,person_232,card_18814,45
CityA,person_233,card_7022,40
CityA,person_234,card_4941,43
CityA,person_235,card_34393,78
CityC,person_236,card_10300,12
CityD,person_237,card_12525,9
CityD,person_238,card_41993,74
CityA,person_239,card_34503,16
CityC,person_240,card_19895,50
CityA,person_241,card_10900,68
CityC,person_242,card_26310,56
CityD,person_243,card_49664,29
CityC,person_244,card_33961,54
CityD,person_245,card_33624,31
CityB,person_246,card_38733,27
CityA,person_247,card_46426,64
CityB,person_248,card_15,98
CityD,person_249,card_38408,27
CityA,person_250,card_19671,61
CityB,person_251,card_13098,5
CityC,person_252,card_32351,15
CityD,person_253,card_22755,78
CityD,person_254,card_33597,31
CityC,person_255,card_28821,26
CityB,person_256,card_9144,97
CityA,person_257,card_3311,32
CityB,person_258,card_30022,86
CityA,person_259,card_9572,6
CityC,person_260,card_19127,67
CityD,person_261,card_23372,64
CityA,person_262,card_24445,3
CityC,person_263,card_22576,80
CityA,person_264,card_12870,13
CityA,person_265,card_35359,45
CityB,person_266,card_4534,20
CityD,person_267,card_47653,9
CityD,person_268,card_25579,13
CityC,person_269,card_22407,94
CityC,person_270,card_14363,43
CityD,person_271,card_26021,73
CityD,person_272,card_19984,83
CityD,person_273,card_23812,30
CityD,person_274,card_49624,8
CityD,person_275,card_21061,82
CityB,person_276,card_38506,5
CityB,person_277,card_14112,40
CityB,person_278,card_21742,85
CityB,person_279,card_6820,76
CityC,person_280,card_48217,64
CityC,person_281,card_24702,31
CityD,person_282,card_5318,45
CityD,person_283,card_28649,3
CityB,person_284,card_36472,25
CityB,person_285,card_17126,3
CityD,person_286,card_1040,87
CityC,person_287,card_33718,8
CityD,person_288,card_26841,58
CityC,person_289,card_47758,33
CityC,person_290,card_32906,69
CityC,person_291,card_23155,39
CityA,person_292,card_8864,63
CityC,person_293,card_765,47
CityD,person_294,card_23461,48
CityD,person_295,card_1099,60
CityB,person_296,card_47645,54
CityD,person_297,card_190,21
CityA,person_298,card_972,42
CityA,person_299,card_44709,17
CityA,person_300,card_26076,71
CityC,person_301,card_16978,25
CityA,person_302,card_6179,78
CityA,person_303,card_43769,84
CityC,person_304,card_16695,12
CityB,person_305,card_49366,35
CityC,person_306,card_7277,31
CityD,person_307,card_17859,73
CityB,person_308,card_5208,34
CityC,person_309,card_25157,69
CityA,person_310,card_45601,8
CityA,person_311,card_41697,14
CityB,person_312,card_43339,58
CityD,person_313,card_41116,66
CityA,person_314,card_1073,2
CityC,person_315,card_6316,24
CityD,person_316,card_23373,48
CityA,person_317,card_28019,49
CityA,person_318,card_5872,59
CityC,person_319,card_37735,52
CityA,person_320,card_12826,50
CityA,person_321,card_3259,15
CityD,person_322,card_15437,53
CityA,person_323,card_4183,8
CityA,person_324,card_48963,76
CityC,person_325,card_22307,25
CityA,person_326,card_11394,93
CityA,person_327,card_15418,5
CityC,person_328,card_16646,34
CityB,person_329,card_28794,33
CityD,person_330,card_31066,35
CityB,person_331,card_36906,100
CityC,person_332,card_18611,96
CityA,person_333,card_16195,17
CityD,person_334,card_1952,51
CityD,person_335,card_28820,56
CityC,person_336,card_43604,82
CityD,person_337,card_37345,54
CityA,person_338,card_42611,57
CityC,person_339,card_39590,37
CityD,person_340,card_32798,38
CityC,person_341,card_41998,35
CityC,person_342,card_19467,19
CityB,person_343,card_13970,12
CityB,person_344,card_46040,83
CityB,person_345,card_22478,97
CityC,person_346,card_41901,32
CityD,person_347,card_21670,30
CityA,person_348,card_12498,61
CityD,person_349,card_6248,22
CityC,person_350,card_49476,100
CityC,person_351,card_34977,95
CityA,person_352,card_20301,100
CityB,person_353,card_46502,34
CityB,person_354,card_45774,3
CityA,person_355,card_40177,10
CityD,person_356,card_37569,22
CityA,person_357,card_23394,97
CityA,person_358,card_41038,35
CityC,person_359,card_2448,75
CityC,person_360,card_38432,87
CityC,person_361,card_16862,97
CityB,person_362,card_26805,6
CityD,person_363,card_41161,47
CityB,person_364,card_20420,48
CityA,person_365,card_42724,77
CityC,person_366,card_24701,84
CityD,person_367,card_16883,43
CityD,person_368,card_49649,22
CityC,person_369,card_20871,54
CityC,person_370,card_42259,21
CityD,person_371,card_35863,81
CityB,person_372,card_46928,72
CityA,person_373,card_11612,5
CityD,person_374,card_12742,95
CityC,person_375,card_35743,48
CityA,person_376,card_36761,53
CityC,person_377,card_19566,20
CityD,person_378,card_33476,86
CityD,person_379,card_39479,23
CityD,person_380,card_14604,16
CityD,person_381,card_42516,19
CityC,person_382,card_41214,46
CityA,person_383,card_27734,43
CityA,person_384,card_11383,63
CityB,person_385,card_2437,53
CityC,person_386,card_7194,56
CityC,person_387,card_18009,22
CityC,person_388,card_40505,77
CityC,person_389,card_43892,5
CityC,person_390,card_33314,87
CityB,person_391,card_42295,81
CityD,person_392,card_44129,33
CityA,person_393,card_37022,64
CityB,person_394,card_7350,12
CityA,person_395,card_39040,10
CityD,person_396,card_953,91
CityC,person_397,card_20409,91
CityA,person_398,card_17058,81
CityD,person_399,card_21313,1
CityB,person_400,card_46527,35
CityB,person_401,card_27004,35
CityA,person_402,card_8663,79
CityA,person_403,card_4800,43
CityC,person_404,card_44603,59
CityA,person_405,card_7864,18
CityB,person_406,card_4192,76
CityC,person_407,card_15429,9
CityA,person_408,card_23259,79
CityB,person_409,card_31880,79
CityC,person_410,card_3500,18
CityD,person_411,card_5462,75
CityB,person_412,card_16315,91
CityD,person_413,card_47519,46
CityA,person_414,card_19121,48
CityB,person_415,card_49911,56
CityB,person_416,card_42847,25
CityD,person_417,card_23494,10
CityD,person_418,card_15572,97
CityC,person_419,card_48112,46
CityA,person_420,card_31694,9
CityD,person_421,card_39351,37
CityD,person_422,card_14666,84
CityC,person_423,card_43573,10
CityD,person_424,card_35559,100
CityB,person_425,card_33736,1
CityA,person_426,card_23423,31
CityD,person_427,card_49947,99
CityD,person_428,card_24973,98
CityD,person_429,card_40832,22
CityB,person_430,card_418,66
CityA,person_431,card_3935,63
CityD,person_432,card_34341,74
CityA,person_433,card_2861,97
CityA,person_434,card_11247,94
CityD,person_435,card_35497,11
CityD,person_436,card_39937,24
CityB,person_437,card_45274,15
CityB,person_438,card_10847,14
CityB,person_439,card_4291,99
CityB,person_440,card_17850,18
CityC,person_441,card_49609,31
CityC,person_442,card_34060,71
CityB,person_443,card_24380,12
CityA,person_444,card_28471,100
CityB,person_445,card_1247,56
CityC,person_446,card_13754,79
CityC,person_447,card_49135,53
CityD,person_448,card_2880,98
CityB,person_449,card_49554,54
CityA,person_450,card_44280,29
CityD,person_451,card_2681,15
CityC,person_452,card_49125,97
CityD,person_453,card_19005,67
CityD,person_454,card_18239,49
CityC,person_455,card_7475,40
CityD,person_456,card_3059,34
CityC,person_457,card_47099,93
CityA,person_458,card_15061,50
CityA,person_459,card_5823,70
CityA,person_460,card_35780,41
CityB,person_461,card_21322,77
CityC,person_462,card_48666,5
CityA,person_463,card_42687,87
CityA,person_464,card_43385,53
CityC,person_465,card_15988,61
CityA,person_466,card_23341,1
CityB,person_467,card_31425,15
CityD,person_468,card_2979,69
CityB,person_469,card_42431,20
CityD,person_470,card_19325,35
CityC,person_471,card_24146,47
CityB,person_472,card_34439,80
CityB,person_473,card_39603,92
CityC,person_474,card_6896,19
CityC,person_475,card_9175,48
CityA,person_476,card_40098,20
CityB,person_477,card_26145,36
CityD,person_478,card_24242,22
CityC,person_479,card_28898,31
CityA,person_480,card_22752,66
CityD,person_481,card_22148,37
CityC,person_482,card_30641,84
CityA,person_483,card_29866,96
CityA,person_484,card_47183,95
CityB,person_485,card_47138,81
CityB,person_486,card_42034,83
CityD,person_487,card_24455,82
CityD,person_488,card_21748,90
CityD,person_489,card_23903,4
CityA,person_490,card_21042,99
CityC,person_491,card_18266,55
CityB,person_492,card_23055,44
CityB,person_493,card_16763,17
CityD,person_494,card_7542,76
CityD,person_495,card_49229,84
CityA,person_496,card_19213,25
CityB,person_497,card_32470,50
CityC,person_498,card_36938,16
CityA,person_499,card_47844,25
CityB,person_500,card_46241,57
CityB,person_501,card_29603,47
CityB,person_502,card_9011,80
CityD,person_503,card_12341,65
CityA,person_504,card_7164,70
CityB,person_505,card_42597,1
CityA,person_506,card_31782,62
CityD,person_507,card_20867,28
CityD,person_508,card_22710,48
CityB,person_509,card_1623,42
CityC,person_510,card_14011,99
CityD,person_511,card_38791,13
CityC,person_512,card_18383,13
CityA,person_513,card_47204,60
CityD,person_514,card_19148,48
CityD,person_515,card_12773,68
CityB,person_516,card_12908,10
CityC,person_517,card_19096,61
CityD,person_518,card_31670,93
CityA,person_519,card_28484,44
CityD,person_520,card_28885,25
CityB,person_521,card_1483,44
CityC,person_522,card_36115,9
CityA,person_523,card_20224,34
CityA,person_524,card_4015,76
CityC,person_525,card_30456,48
CityA,person_526,card_45388,12
CityA,person_527,card_22630,76
CityD,person_528,card_10034,13
CityD,person_529,card_22522,92
CityD,person_530,card_13530,38
CityB,person_531,card_45559,44
CityC,person_532,card_23169,14
CityA,person_533,card_5621,70
CityB,person_534,card_22099,26
CityA,person_535,card_16683,21
CityC,person_536,card_33382,86
CityC,person_537,card_8836,8
CityD,person_538,card_1739,59
CityD,person_539,card_23034,85
CityC,person_540,card_19442,73
CityC,person_541,card_5308,61
CityA,person_542,card_18700,15
CityA,person_543,card_1343,33
CityC,person_544,card_22980,88
CityC,person_545,card_28146,20
CityB,person_546,card_11646,35
CityD,person_547,card_7251,79
CityD,person_548,card_49543,15
CityD,person_549,card_47980,70
CityB,person_550,card_17883,75
CityB,person_551,card_26662,67
CityC,person_552,card_45233,72
CityC,person_553,card_43205,66
CityB,person_554,card_5915,82
CityB,person_555,card_15664,21
CityA,person_556,card_19870,36
CityB,person_557,card_30917,63
CityD,person_558,card_46065,34
CityA,person_559,card_30957,51
CityB,person_560,card_26728,57
CityC,person_561,card_30240,5
CityB,person_562,card_37724,1
CityB,person_563,card_39794,84
CityC,person_564,card_49776,58
CityB,person_565,card_23813,39
CityD,person_566,card_33640,91
CityD,person_567,card_16926,87
CityD,person_568,card_40152,38
CityA,person_569,card_23349,75
CityA,person_570,card_4698,99
CityC,person_571,card_19526,40
CityB,person_572,card_24330,90
CityC,person_573,card_40973,27
CityD,person_574,card_49281,14
CityB,person_575,card_20329,19
CityB,person_576,card_46205,39
CityC,person_577,card_17411,48
CityB,person_578,card_14229,66
CityB,person_579,card_3740,31
CityA,person_580,card_49309,88
CityD,person_581,card_49306,29
CityB,person_582,card_36605,63
CityD,person_583,card_30078,27
CityA,person_584,card_39196,37
CityB,person_585,card_39012,35
CityA,person_586,card_27070,67
CityB,person_587,card_32426,28
CityD,person_588,card_4778,8
CityD,person_589,card_29288,63
CityC,person_590,card_15384,39
CityC,person_591,card_17199,91
CityB,person_592,card_9028,62
CityA,person_593,card_46005,87
CityA,person_594,card_34168,79
CityD,person_595,card_39322,17
CityA,person_596,card_46953,69
CityA,person_597,card_40080,84
CityD,person_598,card_46346,7
CityD,person_599,card_27073,4
