city,person_id,credit_card,transactions
CityB,person_0,card_833,17
CityC,person_1,card_102,76
CityC,person_2,card_2622,83
CityA,person_3,card_4200,3
CityC,person_4,card_2639,79
CityC,person_5,card_3841,78
CityC,person_6,card_288,65
CityD,person_7,card_178,18
CityB,person_8,card_1306,36
CityA,person_9,card_451,45
CityA,person_10,card_679,58
CityB,person_11,card_3051,1
CityA,person_12,card_4281,2
CityD,person_13,card_3620,31
CityB,person_14,card_2269,18
CityD,person_15,card_474,91
CityC,person_16,card_4046,28
CityC,person_17,card_1344,29
CityA,person_18,card_2200,86
CityC,person_19,card_3274,42
CityB,person_20,card_999,17
CityA,person_21,card_1845,35
CityC,person_22,card_2170,82
CityB,person_23,card_706,36
CityD,person_24,card_4715,41
CityB,person_25,card_4630,80
CityB,person_26,card_606,66
CityA,person_27,card_2463,51
CityC,person_28,card_22,60
CityA,person_29,card_336,80
CityD,person_30,card_2935,54
CityB,person_31,card_3382,40
CityB,person_32,card_2248,33
CityA,person_33,card_2009,48
CityA,person_34,card_3148,50
CityC,person_35,card_4162,86
CityD,person_36,card_701,86
CityD,person_37,card_4789,80
CityA,person_38,card_1265,4
CityD,person_39,card_4544,49
CityB,person_40,card_3285,8
CityC,person_41,card_133,39
CityD,person_42,card_831,59
CityC,person_43,card_1017,15
CityC,person_44,card_896,48
CityA,person_45,card_4416,77
CityA,person_46,card_1384,28
CityA,person_47,card_4965,87
CityC,person_48,card_1092,41
CityB,person_49,card_1086,100
CityA,person_50,card_4609,26
CityA,person_51,card_780,42
CityD,person_52,card_4535,39
CityA,person_53,card_735,32
CityA,person_54,card_3136,56
CityA,person_55,card_305,99
CityC,person_56,card_4778,4
CityA,person_57,card_1071,9
CityB,person_58,card_2031,10
CityA,person_59,card_4520,24
CityB,person_60,card_1104,9
CityA,person_61,card_1944,54
CityC,person_62,card_2160,93
CityC,person_63,card_3759,38
CityD,person_64,card_2971,11
CityC,person_65,card_3630,72
CityB,person_66,card_1021,44
CityD,person_67,card_2005,82
CityA,person_68,card_2507,43
CityA,person_69,card_3302,28
CityA,person_70,card_357,14
CityA,person_71,card_1298,35
CityA,person_72,card_16,22
CityD,person_73,card_747,68
CityA,person_74,card_717,71
CityB,person_75,card_452,44
CityA,person_76,card_4421,30
CityC,person_77,card_2805,27
CityD,person_78,card_2612,17
CityD,person_79,card_1981,17
CityB,person_80,card_4937,61
CityA,person_81,card_665,37
CityC,person_82,card_3104,67
CityC,person_83,card_2631,67
CityC,person_84,card_2533,15
CityB,person_85,card_1324,66
CityC,person_86,card_478,32
CityA,person_87,card_3022,18
CityD,person_88,card_1493,58
CityA,person_89,card_2259,80
CityD,person_90,card_1324,3
CityC,person_91,card_2520,34
CityD,person_92,card_2594,46
CityD,person_93,card_1648,42
CityA,person_94,card_416,88
CityB,person_95,card_4409,32
CityC,person_96,card_4725,28
CityC,person_97,card_2877,74
CityB,person_98,card_18,50
CityA,person_99,card_3122,58
CityD,person_100,card_1633,62
CityB,person_101,card_1244,68
CityD,person_102,card_3107,24
CityB,person_103,card_2512,91
CityC,person_104,card_623,4
CityB,person_105,card_2919,62
CityB,person_106,card_4095,37
CityA,person_107,card_3991,36
CityC,person_108,card_1435,9
CityA,person_109,card_3801,33
CityA,person_110,card_1247,9
CityC,person_111,card_1793,59
CityC,person_112,card_693,45
CityB,person_113,card_3289,52
CityC,person_114,card_1075,77
CityC,person_115,card_4396,31
CityA,person_116,card_119,86
CityB,person_117,card_181,49
CityC,person_118,card_2171,19
CityC,person_119,card_4511,41
CityB,person_120,card_546,5
CityD,person_121,card_4583,51
CityC,person_122,card_4832,35
CityD,person_123,card_3490,4
CityD,person_124,card_4352,51
CityC,person_125,card_3143,37
CityB,person_126,card_1061,60
CityC,person_127,card_1483,61
CityA,person_128,card_230,79
CityA,person_129,card_1359,24
CityB,person_130,card_4827,20
CityA,person_131,card_4960,74
CityC,person_132,card_2771,81
CityD,person_133,card_3501,31
CityB,person_134,card_682,98
CityB,person_135,card_2719,61
CityA,person_136,card_1350,41
CityA,person_137,card_209,20
CityC,person_138,card_3293,55
CityB,person_139,card_3299,70
CityD,person_140,card_2534,39
CityB,person_141,card_911,92
CityD,person_142,card_4827,73
CityC,person_143,card_940,61
CityB,person_144,card_3004,85
CityC,person_145,card_1457,1
CityA,person_146,card_781,62
CityC,person_147,card_3013,82
CityD,person_148,card_110,16
CityC,person_149,card_4750,67
CityD,person_150,card_1895,9
CityB,person_151,card_511,54
CityC,person_152,card_2882,88
CityA,person_153,card_3039,85
CityA,person_154,card_2261,45
CityD,person_155,card_1786,15
CityB,person_156,card_4890,75
CityD,person_157,card_3280,90
CityB,person_158,card_948,42
CityD,person_159,card_2108,90
CityC,person_160,card_1881,54
CityC,person_161,card_2449,96
CityA,person_162,card_2196,55
CityB,person_163,card_1720,64
CityA,person_164,card_4536,14
CityA,person_165,card_2576,85
CityC,person_166,card_2987,63
CityB,person_167,card_1589,35
CityD,person_168,card_4674,87
CityC,person_169,card_1644,59
CityA,person_170,card_3094,72
CityB,person_171,card_746,67
CityA,person_172,card_96,8
CityA,person_173,card_4451,22
CityC,person_174,card_3462,15
CityC,person_175,card_2698,20
CityD,person_176,card_1945,39
CityD,person_177,card_4959,100
CityD,person_178,card_4626,27
CityD,person_179,card_2091,6
CityA,person_180,card_3439,19
CityC,person_181,card_4518,43
CityA,person_182,card_3489,31
CityA,person_183,card_1478,76
CityD,person_184,card_1581,15
CityA,person_185,card_470,18
CityD,person_186,card_2444,14
CityA,person_187,card_531,34
CityA,person_188,card_1871,63
CityC,person_189,card_3432,85
CityD,person_190,card_4823,39
CityA,person_191,card_2403,22
CityB,person_192,card_1239,71
CityC,person_193,card_615,64
CityA,person_194,card_2090,19
CityB,person_195,card_4209,54
CityD,person_196,card_4395,80
CityA,person_197,card_360,43
CityC,person_198,card_2619,1
CityB,person_199,card_1617,46
CityA,person_200,card_2036,78
CityD,person_201,card_1951,52
CityD,person_202,card_262,77
CityB,person_203,card_3931,76
CityA,person_204,card_1692,31
CityB,person_205,card_1609,98
CityD,person_206,card_1951,47
CityC,person_207,card_471,4
CityB,person_208,card_1193,60
CityC,person_209,card_4292,86
CityB,person_210,card_2517,73
CityC,person_211,card_837,54
