city,person_id,credit_card,transactions
CityD,person_0,cc_7940,41
CityA,person_1,cc_9282,86
CityA,person_2,cc_2177,78
CityC,person_3,cc_3393,2
CityB,person_4,cc_9836,91
CityD,person_5,cc_5174,61
CityD,person_6,cc_8483,12
CityC,person_7,cc_3890,47
CityD,person_8,cc_6465,78
CityD,person_9,cc_2322,21
CityC,person_10,cc_3784,48
CityD,person_11,cc_7479,86
CityC,person_12,cc_9451,87
CityA,person_13,cc_1499,20
CityD,person_14,cc_548,70
CityB,person_15,cc_124,75
CityD,person_16,cc_7484,12
CityD,person_17,cc_532,82
CityA,person_18,cc_4953,91
CityD,person_19,cc_2238,18
CityC,person_20,cc_8757,46
CityC,person_21,cc_8777,100
CityB,person_22,cc_4047,95
CityB,person_23,cc_463,13
CityD,person_24,cc_1299,89
CityA,person_25,cc_3222,7
CityC,person_26,cc_2032,15
CityD,person_27,cc_5427,73
CityC,person_28,cc_5764,49
CityA,person_29,cc_7513,21
CityC,person_30,cc_4055,64
CityB,person_31,cc_9053,27
CityC,person_32,cc_7213,69
CityD,person_33,cc_1185,89
CityA,person_34,cc_5232,54
CityA,person_35,cc_9752,58
CityC,person_36,cc_2202,51
CityD,person_37,cc_9282,84
CityA,person_38,cc_1009,90
CityC,person_39,cc_7905,24
CityC,person_40,cc_3442,74
CityB,person_41,cc_8871,78
CityA,person_42,cc_8806,5
CityB,person_43,cc_9538,93
CityA,person_44,cc_8065,46
CityA,person_45,cc_4159,80
CityB,person_46,cc_2346,42
CityA,person_47,cc_5119,89
CityA,person_48,cc_5455,91
CityA,person_49,cc_2321,85
CityA,person_50,cc_2063,38
CityC,person_51,cc_82,51
CityA,person_52,cc_5919,14
CityA,person_53,cc_1005,38
CityD,person_54,cc_9126,78
CityC,person_55,cc_7900,42
CityC,person_56,cc_7075,11
CityB,person_57,cc_1305,61
CityD,person_58,cc_7226,48
CityC,person_59,cc_34,29
CityB,person_60,cc_5459,93
CityA,person_61,cc_1087,87
CityB,person_62,cc_7990,45
CityB,person_63,cc_7967,21
CityD,person_64,cc_6795,65
CityD,person_65,cc_3355,34
CityD,person_66,cc_5083,60
CityB,person_67,cc_8958,46
CityD,person_68,cc_976,15
CityA,person_69,cc_5833,16
CityA,person_70,cc_7796,26
CityD,person_71,cc_7700,12
CityC,person_72,cc_288,95
CityA,person_73,cc_668,2
CityB,person_74,cc_9853,95
CityC,person_75,cc_1422,91
CityA,person_76,cc_1797,57
CityB,person_77,cc_2501,1
CityA,person_78,cc_9159,55
CityA,person_79,cc_5497,53
CityC,person_80,cc_9141,61
CityA,person_81,cc_9419,26
CityC,person_82,cc_1864,74
CityA,person_83,cc_7496,7
CityC,person_84,cc_1670,26
CityB,person_85,cc_2685,37
CityD,person_86,cc_1857,45
CityD,person_87,cc_9502,71
CityC,person_88,cc_2952,47
CityB,person_89,cc_4700,95
CityB,person_90,cc_7776,71
CityB,person_91,cc_7432,21
CityD,person_92,cc_2427,19
CityD,person_93,cc_9542,23
CityB,person_94,cc_8860,81
CityC,person_95,cc_115,14
CityD,person_96,cc_5879,66
CityA,person_97,cc_1904,3
CityA,person_98,cc_4130,67
CityA,person_99,cc_704,21
CityA,person_100,cc_2268,50
CityD,person_101,cc_2908,41
CityB,person_102,cc_4605,62
