city,person_id,credit_card,transactions
CityD,person_0,cc_9101,96
CityC,person_1,cc_6287,54
CityA,person_2,cc_8125,96
CityA,person_3,cc_8443,94
CityA,person_4,cc_1875,33
CityC,person_5,cc_431,23
CityC,person_6,cc_8861,59
CityD,person_7,cc_30,76
CityD,person_8,cc_5955,98
CityB,person_9,cc_8533,58
CityA,person_10,cc_2733,26
CityB,person_11,cc_9711,96
CityC,person_12,cc_8868,99
CityC,person_13,cc_2959,51
CityA,person_14,cc_1927,24
CityB,person_15,cc_1945,70
CityB,person_16,cc_1149,99
CityB,person_17,cc_4691,29
CityB,person_18,cc_2324,19
CityD,person_19,cc_6299,72
CityA,person_20,cc_9557,25
CityD,person_21,cc_443,40
CityA,person_22,cc_2262,26
CityA,person_23,cc_1540,28
CityD,person_24,cc_1659,43
CityA,person_25,cc_7808,52
CityA,person_26,cc_5622,79
CityC,person_27,cc_5975,51
CityD,person_28,cc_8146,3
CityA,person_29,cc_9213,85
CityA,person_30,cc_3991,1
CityC,person_31,cc_8857,38
CityB,person_32,cc_2174,52
CityB,person_33,cc_1684,89
CityD,person_34,cc_2775,27
CityC,person_35,cc_5153,16
CityB,person_36,cc_4402,9
CityB,person_37,cc_5014,26
CityD,person_38,cc_147,75
CityC,person_39,cc_7228,67
CityB,person_40,cc_6285,46
CityD,person_41,cc_1254,60
CityB,person_42,cc_4357,11
CityC,person_43,cc_7410,95
CityA,person_44,cc_8676,30
CityC,person_45,cc_579,21
CityA,person_46,cc_1099,42
CityD,person_47,cc_7754,27
CityA,person_48,cc_1172,94
CityC,person_49,cc_157,24
CityB,person_50,cc_6430,37
CityA,person_51,cc_6288,39
CityC,person_52,cc_8465,44
CityD,person_53,cc_2715,72
CityD,person_54,cc_4138,38
CityC,person_55,cc_4005,59
CityB,person_56,cc_9782,50
CityD,person_57,cc_1634,5
CityC,person_58,cc_2670,24
CityB,person_59,cc_180,26
CityD,person_60,cc_7759,30
CityD,person_61,cc_45,86
CityD,person_62,cc_2719,94
CityA,person_63,cc_1980,55
CityC,person_64,cc_4945,81
CityD,person_65,cc_8057,37
CityA,person_66,cc_3563,26
CityD,person_67,cc_5540,97
CityD,person_68,cc_8794,15
CityC,person_69,cc_4388,63
CityA,person_70,cc_2723,62
CityA,person_71,cc_7414,39
CityC,person_72,cc_405,42
CityA,person_73,cc_6368,76
CityD,person_74,cc_4251,23
CityC,person_75,cc_6241,43
CityD,person_76,cc_8411,78
CityA,person_77,cc_1906,19
CityB,person_78,cc_4511,84
CityB,person_79,cc_3800,1
CityC,person_80,cc_5633,16
CityC,person_81,cc_3133,9
CityD,person_82,cc_9549,25
CityA,person_83,cc_1570,54
CityB,person_84,cc_8613,28
CityA,person_85,cc_9611,85
CityD,person_86,cc_1918,64
CityB,person_87,cc_6373,39
CityD,person_88,cc_5509,25
CityB,person_89,cc_4071,78
CityD,person_90,cc_5361,63
CityB,person_91,cc_1615,92
CityA,person_92,cc_5330,22
CityB,person_93,cc_4570,95
CityD,person_94,cc_5390,96
CityA,person_95,cc_6149,72
CityC,person_96,cc_4705,40
CityA,person_97,cc_5265,21
CityB,person_98,cc_5121,43
CityA,person_99,cc_9906,55
CityA,person_100,cc_5503,59
CityD,person_101,cc_5522,48
CityC,person_102,cc_484,14
CityA,person_103,cc_262,38
CityD,person_104,cc_1265,88
CityC,person_105,cc_468,85
CityD,person_106,cc_8185,34
CityC,person_107,cc_3729,89
CityD,person_108,cc_8731,93
CityB,person_109,cc_6504,7
CityD,person_110,cc_1184,13
CityD,person_111,cc_7759,2
CityD,person_112,cc_2317,11
CityB,person_113,cc_8536,47
CityC,person_114,cc_8255,85
CityA,person_115,cc_4539,33
CityC,person_116,cc_2176,90
CityD,person_117,cc_8412,13
CityD,person_118,cc_4685,13
CityC,person_119,cc_1886,44
CityC,person_120,cc_1123,8
CityD,person_121,cc_7624,73
CityA,person_122,cc_8798,84
CityC,person_123,cc_1177,96
CityC,person_124,cc_1583,99
CityA,person_125,cc_2095,45
CityA,person_126,cc_6142,46
CityA,person_127,cc_1617,26
CityD,person_128,cc_1865,100
CityC,person_129,cc_6979,72
CityD,person_130,cc_7646,41
CityB,person_131,cc_9121,97
CityC,person_132,cc_3208,30
CityB,person_133,cc_4945,41
CityD,person_134,cc_271,85
CityC,person_135,cc_3099,48
CityA,person_136,cc_3500,86
CityD,person_137,cc_2199,87
CityC,person_138,cc_138,9
CityD,person_139,cc_9720,7
CityA,person_140,cc_1998,70
CityB,person_141,cc_8950,65
CityB,person_142,cc_3136,38
CityD,person_143,cc_7352,100
CityA,person_144,cc_3392,73
CityB,person_145,cc_4111,36
CityC,person_146,cc_7816,80
CityC,person_147,cc_307,46
CityD,person_148,cc_6632,93
CityD,person_149,cc_2457,66
CityC,person_150,cc_8677,47
CityB,person_151,cc_5720,89
CityD,person_152,cc_8126,42
CityC,person_153,cc_9679,83
CityC,person_154,cc_5698,97
CityB,person_155,cc_9651,100
CityC,person_156,cc_8398,34
CityA,person_157,cc_1415,61
CityD,person_158,cc_8518,98
CityB,person_159,cc_9306,91
CityB,person_160,cc_9217,81
CityD,person_161,cc_2285,97
CityD,person_162,cc_473,77
CityB,person_163,cc_4139,41
CityB,person_164,cc_444,99
CityD,person_165,cc_6530,8
CityA,person_166,cc_9896,59
CityA,person_167,cc_7099,43
CityD,person_168,cc_8252,4
CityA,person_169,cc_4789,52
CityD,person_170,cc_5595,65
CityC,person_171,cc_8973,48
CityB,person_172,cc_1769,15
CityB,person_173,cc_8180,96
CityA,person_174,cc_171,37
CityB,person_175,cc_1817,47
CityB,person_176,cc_2158,10
CityD,person_177,cc_1928,73
CityB,person_178,cc_270,6
CityD,person_179,cc_2541,5
CityB,person_180,cc_3946,98
CityC,person_181,cc_3019,23
CityC,person_182,cc_9970,20
CityA,person_183,cc_2398,99
CityC,person_184,cc_1419,47
CityB,person_185,cc_1586,33
CityD,person_186,cc_7293,16
CityA,person_187,cc_2306,52
CityD,person_188,cc_1770,91
CityD,person_189,cc_3705,66
CityB,person_190,cc_9762,13
CityD,person_191,cc_8127,79
CityC,person_192,cc_3377,91
CityA,person_193,cc_5394,18
CityB,person_194,cc_7498,53
CityB,person_195,cc_138,6
CityC,person_196,cc_1418,47
CityB,person_197,cc_1182,92
CityB,person_198,cc_730,53
CityA,person_199,cc_5797,89
CityD,person_200,cc_9050,21
CityD,person_201,cc_1506,35
CityA,person_202,cc_4673,97
CityC,person_203,cc_4016,91
CityD,person_204,cc_283,25
CityB,person_205,cc_4373,57
CityC,person_206,cc_6743,71
CityC,person_207,cc_2751,11
CityB,person_208,cc_7897,2
CityC,person_209,cc_4307,17
CityD,person_210,cc_8323,86
CityB,person_211,cc_4096,61
CityA,person_212,cc_2162,77
CityC,person_213,cc_8456,92
CityD,person_214,cc_4177,52
CityA,person_215,cc_9465,77
CityD,person_216,cc_8275,77
CityD,person_217,cc_5783,79
CityA,person_218,cc_102,23
CityA,person_219,cc_1722,8
CityB,person_220,cc_7578,61
CityD,person_221,cc_3899,22
CityC,person_222,cc_9215,19
CityA,person_223,cc_5160,2
CityB,person_224,cc_1738,20
CityD,person_225,cc_901,39
CityB,person_226,cc_9845,8
CityD,person_227,cc_6791,32
CityD,person_228,cc_6292,11
CityD,person_229,cc_6046,87
CityC,person_230,cc_4017,46
CityD,person_231,cc_8281,78
CityA,person_232,cc_2207,29
CityB,person_233,cc_4490,10
CityC,person_234,cc_8427,100
CityC,person_235,cc_7485,11
CityD,person_236,cc_9647,14
CityB,person_237,cc_8535,56
CityC,person_238,cc_1335,76
CityA,person_239,cc_1051,58
CityD,person_240,cc_3711,44
CityB,person_241,cc_6453,55
CityC,person_242,cc_6393,66
CityB,person_243,cc_4467,16
CityB,person_244,cc_6622,1
CityD,person_245,cc_6750,70
CityC,person_246,cc_8162,85
CityB,person_247,cc_3206,13
CityA,person_248,cc_1626,4
CityD,person_249,cc_927,42
CityD,person_250,cc_2838,78
CityC,person_251,cc_410,39
CityA,person_252,cc_8254,57
CityD,person_253,cc_7901,10
CityA,person_254,cc_2055,7
CityC,person_255,cc_4157,8
CityD,person_256,cc_9763,66
CityA,person_257,cc_8988,40
