city,person_id,credit_card,transactions
CityB,person_0,card_37999,26
CityB,person_1,card_17025,35
CityA,person_2,card_43708,96
CityD,person_3,card_15760,70
CityD,person_4,card_10246,88
CityA,person_5,card_18104,35
CityB,person_6,card_40513,6
CityB,person_7,card_24609,62
CityC,person_8,card_20664,57
CityD,person_9,card_214,16
CityB,person_10,card_9927,82
CityB,person_11,card_25449,100
CityB,person_12,card_13510,79
CityC,person_13,card_1572,15
CityC,person_14,card_14098,50
CityC,person_15,card_40604,83
CityC,person_16,card_7852,37
CityB,person_17,card_10364,32
CityC,person_18,card_41915,94
CityC,person_19,card_29126,55
CityA,person_20,card_10262,6
CityB,person_21,card_25122,24
CityA,person_22,card_46029,90
CityD,person_23,card_19016,76
CityD,person_24,card_6400,34
CityB,person_25,card_36664,48
CityC,person_26,card_19143,28
CityC,person_27,card_45605,57
CityC,person_28,card_20729,10
CityA,person_29,card_25792,100
CityB,person_30,card_48948,54
CityC,person_31,card_14726,70
CityA,person_32,card_4324,38
CityA,person_33,card_7255,99
CityD,person_34,card_27670,32
CityC,person_35,card_47124,69
CityD,person_36,card_49643,80
CityC,person_37,card_4192,3
CityA,person_38,card_48621,25
CityC,person_39,card_39969,53
CityC,person_40,card_42853,94
CityB,person_41,card_38441,66
CityB,person_42,card_21476,87
CityA,person_43,card_20931,95
CityC,person_44,card_43603,21
CityA,person_45,card_32201,42
CityA,person_46,card_14060,25
CityC,person_47,card_2684,5
CityA,person_48,card_1554,46
CityA,person_49,card_33135,25
CityA,person_50,card_12675,65
CityA,person_51,card_33505,24
CityB,person_52,card_23308,10
CityA,person_53,card_36137,79
CityA,person_54,card_2195,94
CityD,person_55,card_12620,4
CityB,person_56,card_12693,39
CityC,person_57,card_27760,42
CityA,person_58,card_12775,53
CityD,person_59,card_18930,37
CityD,person_60,card_23714,26
CityA,person_61,card_48992,21
CityC,person_62,card_22905,59
CityD,person_63,card_33573,26
CityD,person_64,card_29955,40
CityB,person_65,card_4816,95
CityB,person_66,card_29759,30
CityC,person_67,card_38329,76
CityB,person_68,card_44568,62
CityD,person_69,card_11085,56
CityD,person_70,card_45629,61
CityA,person_71,card_16079,10
CityC,person_72,card_37572,68
CityA,person_73,card_3852,54
CityA,person_74,card_13947,7
CityB,person_75,card_32665,74
CityD,person_76,card_40242,27
CityA,person_77,card_11740,21
CityA,person_78,card_42829,86
CityA,person_79,card_1784,91
CityB,person_80,card_4416,80
CityB,person_81,card_19307,56
CityB,person_82,card_41952,27
CityD,person_83,card_18022,39
CityC,person_84,card_35417,13
CityC,person_85,card_1154,9
CityB,person_86,card_41689,20
CityD,person_87,card_29614,64
CityA,person_88,card_43453,74
CityB,person_89,card_44298,60
CityA,person_90,card_33107,73
CityB,person_91,card_9821,36
CityD,person_92,card_23998,20
CityB,person_93,card_1150,21
CityC,person_94,card_46570,87
CityD,person_95,card_45516,18
CityC,person_96,card_7638,40
CityB,person_97,card_19411,79
CityD,person_98,card_25803,47
CityC,person_99,card_9609,73
CityD,person_100,card_42558,20
CityA,person_101,card_45083,47
CityD,person_102,card_5634,25
CityA,person_103,card_11632,29
CityA,person_104,card_22657,61
CityC,person_105,card_3421,61
CityD,person_106,card_48577,66
CityC,person_107,card_13002,25
CityB,person_108,card_45798,22
CityB,person_109,card_8115,83
CityB,person_110,card_30366,77
CityD,person_111,card_41912,14
CityD,person_112,card_2190,69
CityB,person_113,card_39595,86
CityB,person_114,card_20450,1
CityA,person_115,card_21610,27
CityA,person_116,card_40128,66
CityC,person_117,card_36277,100
CityB,person_118,card_26412,79
CityA,person_119,card_27075,72
CityA,person_120,card_22764,96
CityD,person_121,card_28382,11
CityC,person_122,card_43213,81
CityC,person_123,card_14456,22
CityB,person_124,card_43108,22
CityA,person_125,card_33867,2
CityB,person_126,card_33898,61
CityA,person_127,card_23335,65
CityD,person_128,card_36275,29
CityB,person_129,card_11924,23
CityA,person_130,card_22276,69
CityD,person_131,card_20509,59
CityA,person_132,card_48218,67
CityA,person_133,card_36620,89
CityA,person_134,card_260,91
CityA,person_135,card_9195,87
CityB,person_136,card_36517,7
CityD,person_137,card_19337,49
CityD,person_138,card_45435,95
CityB,person_139,card_41943,6
CityD,person_140,card_36592,75
CityA,person_141,card_22931,14
CityD,person_142,card_1315,16
CityC,person_143,card_29080,42
CityD,person_144,card_4199,86
CityB,person_145,card_21410,14
CityD,person_146,card_34583,43
CityD,person_147,card_8498,6
CityA,person_148,card_20243,63
CityD,person_149,card_3306,66
CityC,person_150,card_462,77
CityD,person_151,card_37235,10
CityB,person_152,card_28944,25
CityB,person_153,card_6472,58
CityD,person_154,card_39035,16
CityC,person_155,card_43827,45
CityA,person_156,card_21383,82
CityC,person_157,card_18882,47
CityC,person_158,card_47877,59
CityC,person_159,card_35156,2
CityD,person_160,card_47884,69
CityC,person_161,card_37994,29
CityD,person_162,card_12164,49
CityA,person_163,card_33210,12
CityA,person_164,card_19273,9
CityD,person_165,card_25383,3
CityC,person_166,card_46797,45
CityC,person_167,card_36040,68
CityB,person_168,card_3700,3
CityB,person_169,card_38449,30
CityB,person_170,card_15143,49
CityB,person_171,card_26237,46
CityC,person_172,card_37127,27
CityA,person_173,card_10531,81
CityB,person_174,card_37356,44
CityA,person_175,card_12823,68
CityA,person_176,card_41235,93
CityD,person_177,card_19141,69
CityA,person_178,card_36256,70
CityA,person_179,card_13829,78
CityD,person_180,card_30580,65
CityA,person_181,card_22177,89
CityA,person_182,card_17944,97
CityA,person_183,card_6943,95
CityA,person_184,card_21000,92
CityC,person_185,card_48451,21
CityD,person_186,card_18458,81
CityD,person_187,card_33540,46
CityC,person_188,card_10860,61
CityC,person_189,card_20095,74
CityC,person_190,card_47890,45
CityD,person_191,card_5186,76
CityD,person_192,card_32396,92
CityA,person_193,card_13895,19
CityA,person_194,card_39629,15
CityD,person_195,card_33009,33
CityC,person_196,card_2860,28
CityD,person_197,card_49627,25
CityB,person_198,card_32670,70
CityC,person_199,card_6451,34
CityC,person_200,card_27387,6
CityB,person_201,card_39331,7
CityC,person_202,card_9902,52
CityD,person_203,card_7560,97
CityD,person_204,card_490,97
CityA,person_205,card_35151,32
CityA,person_206,card_14249,20
CityC,person_207,card_30523,93
CityD,person_208,card_14670,15
CityC,person_209,card_14532,77
CityA,person_210,card_13730,19
CityB,person_211,card_3017,44
CityA,person_212,card_34313,90
CityB,person_213,card_9434,22
CityD,person_214,card_37588,11
