city,person_id,credit_card,transactions
CityD,person_0,card_2596,89
CityD,person_1,card_3529,41
CityA,person_2,card_3373,16
CityA,person_3,card_2848,75
CityD,person_4,card_2021,11
CityC,person_5,card_1025,36
CityA,person_6,card_3135,74
CityC,person_7,card_2126,7
CityB,person_8,card_2244,8
CityB,person_9,card_382,50
CityD,person_10,card_229,51
CityB,person_11,card_3597,37
CityD,person_12,card_3139,94
CityA,person_13,card_1209,85
CityB,person_14,card_835,71
CityA,person_15,card_962,79
CityD,person_16,card_2441,88
CityA,person_17,card_4869,73
CityD,person_18,card_1964,58
CityA,person_19,card_3897,32
CityB,person_20,card_3985,92
CityA,person_21,card_3275,56
CityD,person_22,card_616,61
CityB,person_23,card_4062,65
CityC,person_24,card_1228,40
CityC,person_25,card_2682,87
CityC,person_26,card_3366,71
CityC,person_27,card_2534,99
CityB,person_28,card_4166,52
CityC,person_29,card_4708,50
CityD,person_30,card_1927,16
CityD,person_31,card_2354,94
CityA,person_32,card_816,97
CityA,person_33,card_415,59
CityD,person_34,card_3675,19
CityB,person_35,card_2915,54
CityA,person_36,card_1114,17
CityD,person_37,card_2868,91
CityA,person_38,card_4993,84
CityB,person_39,card_966,35
CityA,person_40,card_1501,65
CityB,person_41,card_516,4
CityC,person_42,card_40,40
CityC,person_43,card_415,43
CityD,person_44,card_4950,28
CityB,person_45,card_3851,81
CityB,person_46,card_4231,30
CityA,person_47,card_1954,2
CityD,person_48,card_4295,42
CityC,person_49,card_3384,9
CityC,person_50,card_1164,85
CityB,person_51,card_1251,89
CityB,person_52,card_3946,59
CityC,person_53,card_2843,90
CityB,person_54,card_3977,59
CityD,person_55,card_3383,93
CityA,person_56,card_4691,40
CityD,person_57,card_3813,50
CityC,person_58,card_1722,3
CityD,person_59,card_4748,24
CityA,person_60,card_4282,29
CityD,person_61,card_3521,43
CityD,person_62,card_3805,76
CityC,person_63,card_481,62
CityA,person_64,card_4835,92
CityD,person_65,card_2415,49
CityB,person_66,card_1923,71
CityA,person_67,card_2872,40
CityD,person_68,card_2477,77
CityA,person_69,card_3444,16
CityD,person_70,card_3974,51
CityD,person_71,card_2118,13
CityA,person_72,card_4897,56
CityA,person_73,card_592,46
CityA,person_74,card_586,56
CityA,person_75,card_3844,80
CityB,person_76,card_3638,38
CityA,person_77,card_2777,69
CityA,person_78,card_2067,50
CityA,person_79,card_2606,71
CityC,person_80,card_2514,38
CityC,person_81,card_3317,79
CityC,person_82,card_2671,88
CityA,person_83,card_4267,74
CityA,person_84,card_668,19
CityD,person_85,card_3964,93
CityB,person_86,card_292,35
CityB,person_87,card_2897,74
CityD,person_88,card_1336,64
CityB,person_89,card_3284,67
CityD,person_90,card_3147,19
CityC,person_91,card_2676,42
CityA,person_92,card_2195,8
CityD,person_93,card_1560,49
CityD,person_94,card_1552,57
CityC,person_95,card_2299,86
CityA,person_96,card_2566,30
CityA,person_97,card_4224,85
CityD,person_98,card_1593,9
CityB,person_99,card_1499,10
CityD,person_100,card_4766,89
CityB,person_101,card_4053,46
CityA,person_102,card_3833,3
CityC,person_103,card_3239,61
CityA,person_104,card_3180,9
CityB,person_105,card_4158,52
CityA,person_106,card_2777,82
CityB,person_107,card_3209,73
CityD,person_108,card_3628,73
CityA,person_109,card_1621,12
CityB,person_110,card_804,90
CityC,person_111,card_3432,92
CityB,person_112,card_4856,28
CityB,person_113,card_2843,85
CityA,person_114,card_3172,29
CityC,person_115,card_3237,64
CityD,person_116,card_4207,10
CityB,person_117,card_656,49
CityB,person_118,card_2623,82
CityA,person_119,card_267,99
CityC,person_120,card_2954,9
CityD,person_121,card_635,36
CityB,person_122,card_1643,8
CityD,person_123,card_3212,75
CityB,person_124,card_399,69
CityD,person_125,card_2476,11
CityB,person_126,card_4983,83
CityC,person_127,card_1935,86
CityD,person_128,card_3783,38
CityC,person_129,card_1270,19
CityC,person_130,card_2082,92
CityA,person_131,card_1959,42
CityA,person_132,card_3691,88
CityC,person_133,card_2691,71
CityA,person_134,card_2653,84
CityC,person_135,card_4333,30
CityD,person_136,card_3994,78
CityD,person_137,card_418,41
CityD,person_138,card_4622,36
