city,person_id,credit_card,transactions
CityC,person_0,card_2332,38
CityC,person_1,card_2405,87
CityC,person_2,card_165,15
CityD,person_3,card_4318,69
CityD,person_4,card_1665,32
CityA,person_5,card_4434,94
CityB,person_6,card_3671,78
CityD,person_7,card_2625,34
CityB,person_8,card_2527,31
CityA,person_9,card_1883,11
CityD,person_10,card_3215,1
CityC,person_11,card_1133,36
CityC,person_12,card_1849,42
CityA,person_13,card_549,56
CityD,person_14,card_4901,83
CityD,person_15,card_222,86
CityC,person_16,card_1568,67
CityC,person_17,card_4809,46
CityB,person_18,card_2705,71
CityC,person_19,card_4452,75
CityD,person_20,card_3349,97
CityB,person_21,card_593,84
CityB,person_22,card_1970,48
CityD,person_23,card_621,51
CityB,person_24,card_3991,6
CityC,person_25,card_2313,37
CityC,person_26,card_4528,56
CityC,person_27,card_511,91
CityB,person_28,card_1462,49
CityC,person_29,card_4227,24
CityA,person_30,card_994,30
CityB,person_31,card_95,68
CityD,person_32,card_853,11
CityD,person_33,card_4096,77
CityB,person_34,card_4417,1
CityC,person_35,card_2959,5
CityD,person_36,card_227,78
CityB,person_37,card_1635,70
CityB,person_38,card_2678,45
CityD,person_39,card_3007,15
CityC,person_40,card_4018,1
CityD,person_41,card_3025,11
CityB,person_42,card_1664,52
CityB,person_43,card_4003,99
CityD,person_44,card_2951,98
CityD,person_45,card_1693,84
CityA,person_46,card_4214,61
CityC,person_47,card_3690,47
CityB,person_48,card_2403,95
CityB,person_49,card_31,42
CityD,person_50,card_2458,92
CityA,person_51,card_1334,75
CityA,person_52,card_2847,91
CityA,person_53,card_4710,49
CityB,person_54,card_4874,13
CityC,person_55,card_2831,88
CityB,person_56,card_4137,100
CityA,person_57,card_2716,6
CityA,person_58,card_866,81
CityD,person_59,card_2151,55
CityA,person_60,card_2087,36
CityA,person_61,card_1343,100
CityD,person_62,card_527,21
CityC,person_63,card_1689,73
CityC,person_64,card_2257,91
CityA,person_65,card_4835,78
CityD,person_66,card_4472,29
CityB,person_67,card_2717,44
CityA,person_68,card_1500,88
CityD,person_69,card_318,17
CityD,person_70,card_4224,22
CityD,person_71,card_1808,56
CityC,person_72,card_4009,3
CityA,person_73,card_4048,60
CityC,person_74,card_4900,51
CityD,person_75,card_2808,25
CityB,person_76,card_432,62
CityC,person_77,card_4969,49
CityC,person_78,card_470,13
CityB,person_79,card_1534,27
CityC,person_80,card_1651,63
CityD,person_81,card_1589,80
CityA,person_82,card_4625,96
CityA,person_83,card_4634,8
CityB,person_84,card_592,44
CityA,person_85,card_3880,43
CityB,person_86,card_4270,15
CityB,person_87,card_335,98
CityD,person_88,card_2572,42
CityC,person_89,card_4759,43
CityC,person_90,card_2437,35
CityD,person_91,card_1628,7
CityB,person_92,card_4554,85
CityB,person_93,card_2111,68
CityA,person_94,card_1867,90
CityD,person_95,card_1452,66
CityB,person_96,card_4289,54
CityD,person_97,card_4419,2
CityD,person_98,card_1993,24
CityA,person_99,card_4846,64
CityB,person_100,card_1158,33
CityA,person_101,card_4050,42
CityD,person_102,card_4301,98
CityC,person_103,card_1022,35
CityC,person_104,card_855,2
CityB,person_105,card_2264,93
CityC,person_106,card_1344,86
CityD,person_107,card_118,72
CityB,person_108,card_608,68
CityB,person_109,card_654,55
CityB,person_110,card_401,83
CityA,person_111,card_2946,95
CityD,person_112,card_1559,38
CityD,person_113,card_290,59
CityC,person_114,card_1988,19
CityA,person_115,card_517,80
CityB,person_116,card_3755,16
CityC,person_117,card_270,25
CityC,person_118,card_3911,5
CityB,person_119,card_2885,2
CityA,person_120,card_4783,46
CityD,person_121,card_3786,20
CityC,person_122,card_1102,34
CityB,person_123,card_1561,54
CityB,person_124,card_3980,43
CityB,person_125,card_1802,33
CityC,person_126,card_23,63
CityC,person_127,card_4727,9
CityC,person_128,card_4186,1
CityC,person_129,card_2670,46
CityC,person_130,card_458,74
CityC,person_131,card_4366,100
CityC,person_132,card_1797,50
CityA,person_133,card_2675,36
CityB,person_134,card_3981,53
CityD,person_135,card_1939,9
CityB,person_136,card_1198,21
CityD,person_137,card_1181,17
CityD,person_138,card_1892,32
CityA,person_139,card_2308,23
CityB,person_140,card_4421,37
CityB,person_141,card_2999,9
CityB,person_142,card_1112,83
CityC,person_143,card_2029,10
CityA,person_144,card_4542,41
CityC,person_145,card_4072,49
CityC,person_146,card_2168,89
CityA,person_147,card_4087,1
CityA,person_148,card_3962,71
CityA,person_149,card_4974,5
CityA,person_150,card_2239,16
CityA,person_151,card_1930,38
CityB,person_152,card_266,56
CityD,person_153,card_4240,44
CityA,person_154,card_3686,81
CityC,person_155,card_4855,39
CityD,person_156,card_2495,84
CityA,person_157,card_3240,93
CityB,person_158,card_2730,29
CityD,person_159,card_249,99
CityA,person_160,card_4349,78
CityD,person_161,card_1105,89
CityD,person_162,card_829,13
CityC,person_163,card_1773,20
CityA,person_164,card_2078,1
CityC,person_165,card_4580,74
CityB,person_166,card_2769,53
CityA,person_167,card_3799,45
CityA,person_168,card_3079,22
CityD,person_169,card_1540,26
CityA,person_170,card_2731,80
CityD,person_171,card_2169,12
CityA,person_172,card_1773,36
CityB,person_173,card_1088,10
CityC,person_174,card_709,47
CityD,person_175,card_3269,40
CityB,person_176,card_2502,87
CityA,person_177,card_4197,32
CityB,person_178,card_1512,9
CityD,person_179,card_2648,48
CityC,person_180,card_2494,92
CityB,person_181,card_924,69
CityC,person_182,card_2043,19
CityC,person_183,card_3463,64
CityD,person_184,card_452,91
CityB,person_185,card_813,22
CityB,person_186,card_1717,40
CityA,person_187,card_1836,48
CityA,person_188,card_123,5
CityA,person_189,card_3307,95
CityB,person_190,card_2979,6
CityC,person_191,card_228,84
CityB,person_192,card_2473,59
CityB,person_193,card_1964,11
CityD,person_194,card_3843,37
CityA,person_195,card_262,64
CityD,person_196,card_3997,31
CityC,person_197,card_2105,36
CityB,person_198,card_3618,69
CityB,person_199,card_3119,100
CityC,person_200,card_238,100
CityA,person_201,card_1956,92
CityB,person_202,card_547,96
CityA,person_203,card_85,8
CityB,person_204,card_888,50
CityC,person_205,card_510,77
CityA,person_206,card_3851,16
CityD,person_207,card_116,54
CityC,person_208,card_372,2
CityC,person_209,card_2792,7
CityA,person_210,card_2811,22
CityA,person_211,card_3300,24
CityA,person_212,card_19,3
CityB,person_213,card_592,62
